@relation noProbing_nonan_noid

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
0.786885,36456,18228,1519,0.013072,0.735294,225,12,49,11.730877,52.457516,12,2.983823,10.803452,7,40,5.570742,28.24183,7,1.565164,8.996553,2,31,-0.589393,4.026144,2,0.146505,7.189654,0.264706,81,1,2,4,306,0,0,2,2,0.25,0,0,0.5,0.5,-0.589393,4.026144,0.146505,7.189654,5.570742,28.24183,1.565164,8.996553,11.730877,52.457516,2.983823,10.803452,7.071068,12.727922,7.071068,73.258427,76.179775,0,75.730337,70.337079,72.134831,72.134831,74.382022,74.606742,67.191011,72.58427,73.258427,71.910112,75.505618,68.089888,74.157303,74.606742,74.606742,73.932584,71.685393,67.640449,65.842697
0.999783,1227171729116,1914464476,2083204,0.012606,0.605955,2788,2,2161,1480.64205,283.289285,2,31.062064,606.347851,2,264.807018,241.170019,6.15077,2,11.186639,15.193998,2,38,5.257394,0.005444,2,1.591674,0.076274,0.394045,1813,1,2,58,4601,0,0,57,1,0.017241,0,0,0.982759,0.017241,50.655931,0.064794,5.850723,0.316958,127.376529,0.102852,9.724848,0.444055,299.072373,0.244131,13.646188,0.843745,0,312.164474,0,90.617284,79.433551,79.433551,93.159041,87.988381,92.824982,90.60276,93.159041,48.700073,89.7313,90.355846,90.326797,92.781409,100,93.609296,60.63907,79.157589,93.260712,93.493101,92.287582,95.846042,91.111111
0.926667,89700,29900,1196,0.039735,0.344371,52,3,46,-0.347474,27.86755,3,0.870167,12.893758,2.333333,32.333333,-0.667683,16.538631,2.333333,0.453387,8.914484,2,25,-1.154209,8.10596,2,-0.008313,6.825779,0.324503,49,2,3,6,151,0,0,3,3,0.333333,0,0,0.5,0.5,-1.154209,8.10596,-0.008313,6.825779,-0.501366,13.642384,0.498306,7.023914,-0.347474,27.86755,0.870167,12.893758,0.57735,11.846237,0.57735,47.804878,52.195122,0,53.658537,53.170732,0,56.585366,54.146341,0,60.97561,59.512195,46.341463,39.512195,43.902439,55.121951,34.146341,36.097561,53.658537,54.146341,47.317073,59.02439,62.926829
0.536424,27788488,677768,13832,0.046205,0.544554,165,4,152,4.505423,246.264026,4,1.26972,51.830751,2.625,62.833333,1.108898,97.269182,2.625,0.595246,17.242572,2,4,-0.542167,0.674497,2,-0.53741,0.938202,0.455446,138,3,2,14,303,7,7,6,8,0.214286,0.023102,0.00165,0.428571,0.571429,-0.182019,0.948327,-0.2862,1.105357,0.588143,92.99505,0.928585,13.310122,2.308216,173.801155,1.205773,30.136559,0.744024,51.758735,0.744024,83.181818,83.181818,0,86.818182,80.227273,0,87.045455,85.909091,0,74.318182,76.363636,78.181818,80.681818,76.363636,77.5,54.545455,76.363636,78.181818,85.909091,78.181818,83.181818,75.454545
0.996587,12796614,412794,10863,0.047619,0.639456,188,4,153,4.57847,250.848708,4,1.548824,67.657711,2.625,50.666667,1.295435,95.162434,2.625,0.66986,19.599081,2,1,-0.589819,0,2,-0.284261,0,0.360544,106,3,2,14,294,293,782,6,8,0.214286,0.996599,0.18999,0.428571,0.571429,-0.546178,0.439541,-0.18559,0.681486,0.810318,90.205074,0.73827,12.71919,3.379606,167.059447,1.491105,34.60674,0.744024,55.773351,0.744024,84.941176,85.411765,0,82.117647,79.294118,0,80.235294,80.941176,0,79.529412,79.294118,82.352941,81.882353,78.588235,79.058824,64.705882,78.823529,78.823529,80.941176,79.058824,81.176471,69.411765
0.494424,24973920,609120,12960,0.051852,0.555556,150,2,144,4.895599,249.659259,2,1.991971,51.686237,2,29.538462,0.115145,46.03604,2,0.426963,8.439217,2,2,-2.005358,0.148148,2,-0.878767,0.355906,0.444444,120,1,2,14,270,0,0,13,1,0.071429,0,0,0.928571,0.071429,-1.452479,0.674074,-0.345676,0.542671,-0.296548,1.585185,0.543151,0.997891,1.341207,92.888889,1.196806,13.485337,0,43.756172,0,83.544304,85.316456,78.481013,85.316456,85.063291,86.075949,85.822785,84.050633,66.582278,76.962025,75.696203,81.265823,81.518987,72.911392,80.759494,55.696203,72.911392,79.493671,84.050633,80.506329,84.303797,75.696203
0.257988,1064334128,8124688,60632,0.022459,0.257683,218,4,424,58.375455,439.911348,4,6.778394,176.692614,4,79.444444,5.153141,117.634949,4,1.041578,22.770839,4,13,-0.978471,6.377069,4,-0.226341,2.592138,0.235225,199,0,4,19,846,0,0,18,1,0,0,0,0.947368,0.052632,-0.780932,35.84604,0.254405,6.168387,-0.441655,87.88357,0.498243,8.061363,0.164161,178.183806,0.789303,31.68275,0,96.377458,0,61.129032,44.112903,42.580645,80.483871,81.532258,0,73.548387,78.870968,0,70.16129,68.548387,64.112903,69.193548,53.064516,70.645161,25.806452,40.725806,72.177419,82.258065,70.725806,74.516129,68.709677
0.655844,15031632,341628,6972,0.129032,0.793548,123,2,84,14.017483,105.325397,2,3.178566,89.65089,2,53.833333,4.488058,49.919415,2,1.281911,29.743965,2,29,-0.534936,1.427517,2,-0.121996,0.651523,0.206452,32,14,2,20,155,75,167,6,14,0.7,0.483871,0.053871,0.3,0.7,-0.213437,3.219829,-0.013712,1.071993,1.657073,51.526136,0.860301,17.720561,11.182814,90.751879,2.963576,61.043804,0,24.045097,0,82.325581,80.465116,0,81.395349,79.534884,84.186047,84.186047,84.651163,80,82.325581,79.534884,80.465116,78.604651,79.534884,75.813953,81.395349,77.674419,77.674419,84.651163,77.209302,82.325581,79.069767
0.856272,2363021388,16185078,69167,0.007953,0.922853,3481,5,287,238.181462,110.469649,5,13.882653,35.604248,2.173913,152.857143,51.413135,46.43669,2.173913,3.569192,19.053878,1,0,4.073471,0.995,1,1.232674,0.195457,0.00053,2,20,4,30,3772,3772,6064,7,23,0.666667,1,0.053588,0.233333,0.766667,5.982197,1.758875,1.258947,0.66944,8.871304,28.411323,1.538153,22.303214,90.942488,108.856921,4.937524,33.718335,0.777652,105.178307,0.777652,98.492908,95.585106,0,96.631206,94.343972,0,93.652482,96.648936,0,91.524823,94.98227,98.882979,99.131206,96.187943,99.539007,92.464539,95.336879,99.414894,99.397163,99.397163,99.184397,98.067376
0.28,5799502800,21479640,78680,0.099715,0.641026,225,2,281,4.438265,0.891738,2,0.112646,0.652828,2,239.647059,0.361128,0.247697,2,-0.584474,0.510421,2,1,-0.670922,-0.071187,2,-2.532392,0,0.358974,126,1,2,35,351,0,0,34,1,0.028571,0,0,0.971429,0.028571,-0.205878,0.006222,-0.883669,0.494277,0.008104,0.25902,-0.60607,0.517185,0.619102,0.397301,0.018071,0.572584,0,62.639363,0,89.019608,82.745098,0,87.058824,87.45098,85.490196,87.058824,87.45098,84.509804,86.862745,82.745098,87.45098,88.627451,84.705882,88.235294,64.705882,82.745098,90,89.803922,88.235294,93.529412,87.647059
0.332066,526882215024,645688989,790317,0.0082,0.3384,1692,3,891,0.150608,3.322468,3,0.272037,2.032674,3,625.575,-0.196417,0.899488,3,0.035468,1.271116,3,512,-0.679052,-0.025552,3,-0.272031,0.976453,0.3306,1653,0,3,41,5000,0,0,40,1,0,0,0,0.97561,0.02439,-0.484952,-0.000989,-0.02426,0.999687,-0.051227,0.031811,0.016415,1.01387,0.019352,2.00251,0.084593,1.657087,0,124.940168,0,80.361204,79.799331,0,86.568562,83.22408,0,85.886288,86.327759,0,73.939799,73.110368,74.100334,78.662207,53.498328,77.712375,33.846154,56.548495,75.518395,86.327759,76.120401,85.043478,71.545151
0.986577,761530,34615,1505,0.033333,0.333333,50,3,43,0.290781,5.843333,3,0.334053,1.76442,3,30.75,-0.750739,3.463667,3,0.067376,0.94731,3,22,-1.401921,1.198667,3,-0.274464,0.433594,0.333333,50,0,3,5,150,0,0,4,1,0,0,0,0.8,0.2,-1.386379,1.6625,-0.232097,0.515986,-0.945909,3.406333,0.104957,0.795613,0.08007,5.322167,0.329267,1.530332,0,10.078856,0,94.761905,94.761905,95.238095,96.190476,97.142857,0,95.714286,95.238095,0,95.238095,94.285714,94.761905,94.285714,94.761905,95.238095,33.333333,66.666667,95.714286,95.714286,94.761905,95.238095,94.761905
0.35,8400,4200,700,0.178218,0.405941,41,100,6,-0.59863,2.841584,100,0.139427,2.033385,8.058824,6,-0.59863,2.841584,8.058824,0.139427,2.033385,2,6,-0.59863,2.841584,2,0.139427,2.033385,0.039604,4,15,7,18,101,0,0,1,17,0.833333,0,0,0.055556,0.944444,-0.59863,2.841584,0.139427,2.033385,-0.59863,2.841584,0.139427,2.033385,-0.59863,2.841584,0.139427,2.033385,23.723592,0,23.723592,91.304348,93.043478,0,87.826087,93.913043,0,94.782609,91.304348,0,94.782609,94.782609,90.434783,88.695652,49.565217,93.043478,47.826087,69.565217,92.173913,91.304348,47.826087,94.782609,64.347826
0.853303,232748998794792,81781095852,21532674,0.000199,0.575455,26075,7,5266,7047.774288,0.500526,7,78.687007,0.340308,4.5,2694,1029.170541,0.344182,4.5,12.618113,0.160418,2,48,-1.318137,0.003467,2,-0.165815,0.010213,0.424545,19237,1,2,9,45312,0,0,7,2,0.111111,0,0,0.777778,0.222222,-1.201042,0.057868,-0.097739,0.039991,-0.086574,0.425418,0.159533,0.153373,158.527419,0.5,9.073262,0.294756,3.535534,1851.639904,3.535534,74.371275,73.008609,0,76.119491,78.441616,75.909057,75.866382,76.067986,74.851004,78.69031,86.243838,79.534986,84.321978,75.828122,83.789272,57.545434,75.714811,89.682878,89.987492,87.162093,91.685674,87.270988
0.634426,299377408,18711088,1169443,0.000307,0.760718,37155,41,28523,6.057848,189664.134597,41,1.438892,105604.025423,9.307692,14269.5,3.341797,94837.106343,9.307692,0.561184,52803.298198,2,16,0.625745,10.078089,2,-0.316525,2.570973,0.239282,11687,2,2,15,48842,3620,6465,2,13,0.133333,0.074117,0.008824,0.133333,0.866667,0.625745,10.078089,-0.316525,2.570973,3.341797,94837.106343,0.561184,52803.298198,6.057848,189664.134597,1.438892,105604.025423,10.363273,20157.493011,10.363273,82.552901,82.488737,0,85.608191,84.125597,85.010239,85.478498,85.544027,76.075085,79.743345,77.732423,84.162457,82.80273,79.616382,84.11058,76.075085,76.075085,85.118089,85.544027,84.322184,83.193174,80.372696
0.516521,33940296,499122,6399,0.006065,0.311995,463,10,81,105.738712,0.504717,10,10.276884,0.137299,10,51.5,28.660878,0.381197,10,2.912827,0.096664,10,2,0.45906,0.0075,10,-1.791641,0.048351,0.003369,5,0,10,9,1484,0,0,8,1,0,0,0,0.888889,0.111111,0.819413,0.264939,-0.061587,0.062268,5.033866,0.499909,1.024534,0.09658,78.39139,0.500099,8.222982,0.133804,0,32.553253,0,58.240741,56.25,33.564815,59.12037,58.935185,0,56.990741,59.722222,0,52.453704,54.444444,54.074074,58.564815,40.324074,52.824074,31.712963,40.833333,56.990741,59.444444,57.175926,62.453704,52.592593
0.187432,116985856,1124864,10816,0.005754,0.238103,1531,6,104,1.277985,-0.000126,6,0.919495,1.000288,6,77.944444,-0.154117,-0.000556,6,0.04046,1.000022,6,50,-0.919828,-0.000863,6,-0.674012,0.999639,0.097201,625,0,6,37,6430,0,0,36,1,0,0,0,0.972973,0.027027,-0.839381,-0.000744,-0.517096,0.999948,-0.479847,-0.000598,-0.039975,1.000005,0.850975,-0.000357,0.674446,1.000195,0,18.98412,0,82.177083,79.833333,0,85.96875,88.677083,0,86.833333,85.552083,0,90.15625,90.135417,81.552083,86.40625,59.75,85.885417,23.854167,43.78125,85.6875,87.322917,86,91.46875,84.604167
0.206418,2998705432800,3407619810,3679935,0.002155,0.164951,689,28,2429,76.025509,0.828742,28,3.128817,0.490389,15.5,863.714286,11.033153,0.382703,15.5,0.620369,0.174618,3,51,-0.045476,0.139516,3,-0.639873,0.041827,0.000239,1,0,28,9,4177,0,0,7,2,0,0,0,0.777778,0.222222,-0.023644,0.180594,-0.609198,0.09924,0.084012,0.359367,0.591852,0.120093,0.595124,0.523992,0.719098,0.221963,17.67767,879.204511,17.67767,24.402619,23.600655,0,27.234043,27.757774,0,25.008183,26.219313,0,20.310966,25.204583,25.531915,19.558101,23.698854,20.703764,16.775777,21.162029,20.769231,25.859247,25.319149,25.057283,20.032733
0.985401,24329385,540653,10201,0.021845,0.771845,318,7,101,12.894277,1035.674448,7,3.070612,768.353304,4.8,75,5.321604,297.929902,4.8,1.114696,227.478594,2,45,-0.284058,6.637577,2,-1.002854,0.878112,0.002427,1,1,7,9,412,49,96,4,5,0.111111,0.118932,0.02589,0.444444,0.555556,0.302084,13.546918,-0.599638,3.690426,4.338098,74.703791,1.195514,70.34148,11.324629,805.538997,2.748214,608.403876,2.280351,30.199338,2.280351,78.305085,69.830508,0,76.271186,73.728814,0,80.338983,79.322034,0,69.152542,72.711864,79.661017,78.813559,78.305085,75.254237,79.661017,79.830508,78.644068,79.322034,78.813559,77.118644,68.474576
0.988701,291991392,2317392,17556,0.078652,0.398876,71,3,133,2.104991,746.893258,3,1.098191,314.907474,3,98.153846,0.006743,69.133663,3,0.350168,26.177785,3,39,-1.086435,0.361854,3,-0.307285,0.124453,0.269663,48,0,3,14,178,0,0,13,1,0,0,0,0.928571,0.071429,-0.844063,1.810084,-0.015196,0.423351,-0.248403,2.366517,0.213047,0.811827,0.521295,16.247781,0.818203,2.828925,0,32.822366,0,97.959184,97.55102,83.673469,97.55102,98.367347,0,98.367347,97.55102,0,94.285714,98.367347,84.081633,90.612245,74.285714,89.387755,40.816327,55.102041,91.428571,97.55102,89.387755,96.734694,88.979592
0.393197,1279171035,27216405,320193,0.027174,0.290761,214,27,603,734.941621,2054.739369,27,27.109271,1551.779819,13.666667,102.857143,62.865966,390.086829,13.666667,2.551453,172.610816,5,2,-1.887803,-2.584239,5,-0.697091,0.493188,0.142663,105,0,5,20,736,95,448,14,6,0,0.129076,0.030435,0.7,0.3,-0.496142,2.882909,-0.39608,0.778503,0.428912,6.249603,0.111195,1.3466,1.364124,403.002717,0.954895,80.617601,7.659417,198.317871,7.659417,56.372093,54.883721,0,64.744186,59.44186,0,64.465116,64.651163,0,48.465116,57.953488,59.162791,59.72093,57.581395,60.55814,29.302326,49.581395,58.325581,65.116279,41.395349,55.255814,50.511628
0.371429,24353000,347900,4970,0.887324,0.591549,42,6,71,71,1409.61548,6,8.42615,11382.795766,6,45.564516,12.940152,56.081664,6,1.715841,315.431811,6,2,-1.641366,-29.001508,6,-5.880231,0.001124,0.028169,2,0,6,63,71,0,0,62,1,0,0,0,0.984127,0.015873,-0.420912,0.454673,-0.287871,0.215163,0.220008,0.761307,0.637968,1.262284,11.012723,7.357537,2.544802,16.678955,0,24.034552,0,53.333333,55.555556,0,43.333333,61.111111,0,63.333333,62.222222,0,60,61.111111,55.555556,63.333333,56.666667,50,61.111111,51.111111,48.888889,62.222222,58.888889,71.111111,52.222222
0.465753,28787258,394346,5402,0.851351,0.675676,50,4,74,74,1353.66904,4,8.602325,11149.820069,4,47.16129,13.385614,54.721148,4,1.747067,309.369701,4,2,-1.635655,-26.743249,4,-5.956597,0.001101,0.040541,3,0,4,63,74,0,0,62,1,0,0,0,0.984127,0.015873,-0.43927,0.447764,-0.227559,0.214804,0.094389,0.754234,0.603944,1.248613,10.035179,7.831277,2.595394,16.582389,0,25.092742,0,62.105263,51.578947,0,57.894737,60,0,64.210526,66.315789,0,49.473684,60,68.421053,64.210526,67.368421,65.263158,73.684211,66.315789,57.894737,66.315789,65.263158,67.368421,66.315789
0.356164,28787258,394346,5402,0.851351,0.608108,45,4,74,74,1353.66904,4,8.602325,11149.820069,4,47.16129,13.385614,54.721148,4,1.747067,309.369701,4,2,-1.635655,-26.743249,4,-5.956597,0.001101,0.067568,5,0,4,63,74,0,0,62,1,0,0,0,0.984127,0.015873,-0.43927,0.447764,-0.227559,0.214804,0.094389,0.754234,0.603944,1.248613,10.035179,7.831277,2.595394,16.582389,0,25.092742,0,65.555556,54.444444,0,52.222222,58.888889,0,74.444444,67.777778,0,51.111111,45.555556,64.444444,67.777778,67.777778,52.222222,66.666667,66.666667,61.111111,67.777778,67.777778,70,48.888889
0.561644,28787258,394346,5402,0.851351,0.72973,54,4,74,74,1353.66904,4,8.602325,11149.820069,4,47.16129,13.385614,54.721148,4,1.747067,309.369701,4,2,-1.635655,-26.743249,4,-5.956597,0.001101,0.040541,3,0,4,63,74,0,0,62,1,0,0,0,0.984127,0.015873,-0.43927,0.447764,-0.227559,0.214804,0.094389,0.754234,0.603944,1.248613,10.035179,7.831277,2.595394,16.582389,0,25.092742,0,86.666667,83.333333,0,81.111111,90,0,85.555556,88.888889,0,91.111111,90,82.222222,83.333333,80,83.333333,83.333333,87.777778,78.888889,91.111111,81.111111,92.222222,85.555556
0.238342,17730048,1266432,26384,0.154639,0.309278,60,194,136,82.048208,700.046392,194,8.56958,2170.927932,11.428571,92,69.251544,361.657216,11.428571,7.663973,1131.431008,2,48,56.454881,23.268041,2,6.758367,91.934085,0.020619,4,13,8,30,194,0,0,2,28,0.433333,0,0,0.066667,0.933333,56.454881,23.268041,6.758367,91.934085,69.251544,361.657216,7.663973,1131.431008,82.048208,700.046392,8.56958,2170.927932,35.945873,62.225397,35.945873,68.4,63.6,0,53.2,65.6,0,64,65.2,0,58,58,58.4,59.2,22,62.4,34,44.8,66.8,65.2,34,68,59.2
0,509697508540,625395716,748081,0.013131,0.090909,90,15,877,0.152437,1.881764,15,0.35706,1.175272,9.333333,808.7,-0.391427,-0.10318,9.333333,0.091115,0.699332,2,748,-0.76214,-3.20374,2,-0.206152,0.461927,0.090909,90,1,11,13,990,0,0,10,3,0.076923,0,0,0.769231,0.230769,-0.559857,-0.356186,-0.006223,0.572517,-0.426099,-0.037852,0.060134,0.634294,-0.242558,0.544173,0.250623,0.786693,6.658328,38.04106,6.658328,57.692308,61.748252,0,80.629371,90,0,66.293706,79.65035,0,98.251748,97.342657,59.440559,66.923077,31.958042,76.153846,9.090909,17.342657,79.020979,92.167832,56.153846,96.083916,80.559441
0.998301,23367802066000,26464102000,15218000,0.000626,0.97675,10923,2,5435,163.346496,0,2,8.893966,1,2,1927.833333,62.753326,-0,2,4.443276,1,2,160,-1.805468,-0,2,0.197215,1,0.02325,260,1,2,7,11183,0,0,6,1,0.142857,0,0,0.857143,0.142857,1.557058,-0,0.821543,1,40.042679,0,4.665981,1,139.998376,0,7.628636,1,0,1960.198298,0,97.494033,95.73389,0,98.412888,98.49642,98.204057,97.905728,98.406921,98.317422,98.198091,98.669451,98.436754,98.436754,98.192124,98.186158,97.702864,97.702864,98.47852,98.502387,98.47852,98.908115,98.245823
0.928419,723689760231,810402867,874221,0.053362,0.956243,896,2,937,535.499416,769696.378869,2,21.51261,3831151.032065,2,290.938776,51.705617,16103.506455,2,3.853022,78741.022428,2,1,-1.444722,-2.82842,2,-2.016869,0,0.043757,41,1,2,50,937,0,0,49,1,0.02,0,0,0.98,0.02,-0.084033,0.306574,0.565079,0.258402,2.955401,9.127887,1.465993,5.029151,52.536567,108.002631,5.79151,228.511588,0,305.418388,0,95.323741,85.467626,0,93.81295,96.18705,97.05036,96.690647,96.402878,96.043165,96.258993,94.100719,96.690647,96.043165,95.611511,95.251799,96.043165,95.611511,95.611511,96.546763,95.755396,96.47482,95.035971
0.984622,32301660737025,13555040175,5688225,0.124636,0.820939,1976,2,2385,76.675719,0.721717,2,7.314409,0.260477,2,2308.751701,8.186184,0.308269,2,1.689946,0.181165,2,2089,-0.752101,0.026225,2,-0.84635,0.06708,0.179061,431,6,2,300,2407,0,0,294,6,0.02,0,0,0.98,0.02,0.259774,0.12509,0.050184,0.160857,2.3888,0.266321,1.34229,0.19217,6.957726,0.510137,2.45447,0.210417,0,62.651887,0,76.328234,69.151599,0,93.685675,97.941586,97.023644,98.91516,98.859527,92.851182,92.239221,77.190542,87.454798,92.851182,79.527121,97.579972,82.197497,82.197497,98.386648,98.859527,95.938804,89.902643,82.336579
0.056604,79502005521,149721291,281961,0.193974,0.103578,55,531,531,298.229974,12541.209977,531,15.423172,5503.167939,194.333333,525.99,8.728863,4677.608287,194.333333,1.115178,1314.816078,4,397,-1.175672,-9.850094,4,-1.767295,0,0.001883,1,0,48,103,531,0,0,100,3,0,0,0,0.970874,0.029126,2.457795,1834.512186,-1.053927,820.134783,4.241692,3765.593584,1.443905,1033.117096,8.5078,7359.541035,2.252669,1396.739106,292.39072,22.135257,292.39072,47.086614,28.031496,0,28.976378,10.07874,0,53.700787,51.811024,0,39.527559,27.559055,42.047244,33.858268,0.787402,43.149606,11.811024,21.102362,43.464567,51.811024,11.811024,57.165354,39.212598
0.971854,33972611474760,14073161340,5829810,0.048407,0.985933,2383,2,2415,6.68796,0.007605,2,1.853893,0.105738,2,2407.262136,1.399795,0.000062,2,0.345993,0.098505,2,2393,-1.17485,-0.002414,2,-0.867545,0.092333,0.014067,34,14,2,117,2417,0,0,103,14,0.119658,0,0,0.880342,0.119658,0.311181,-0.000974,-0.060085,0.096805,0.860218,0.000206,0.157233,0.098293,2.047379,0.000897,0.623737,0.099448,0,3.688778,0,98.753463,92.963989,0,96.121884,97.977839,98.282548,98.753463,98.753463,98.67036,97.506925,96.426593,98.753463,98.393352,98.753463,97.562327,98.753463,98.753463,97.728532,98.753463,98.698061,98.753463,97.091413
0.490385,24675840,456960,7140,0.12381,0.419048,44,105,68,3.577028,1903.733333,105,1.736149,747.491523,18.6,45.333333,1.373983,1157.944301,18.6,0.936453,261.567565,2,4,-0.401371,2.630435,2,-0.203119,1.164657,0.095238,10,2,6,13,105,35,61,3,10,0.153846,0.333333,0.044689,0.230769,0.769231,-0.401371,2.630435,-0.203119,1.164657,0.946292,1567.469136,1.276329,36.046516,3.577028,1903.733333,1.736149,747.491523,34.293504,35.851546,34.293504,63.478261,66.086957,0,66.956522,72.173913,0,64.347826,70.434783,0,64.347826,65.217391,60,60.869565,13.043478,62.608696,52.173913,65.217391,57.391304,70.434783,52.173913,64.347826,62.608696
0.408805,192,64,16,0.03125,0.40625,65,3,4,-0.493452,1.975,3,0.652027,0.938016,3,3.75,-0.742288,1.9375,3,0.574032,0.912489,3,3,-1.488797,1.825,3,0.340045,0.835908,0.19375,31,0,3,5,160,0,0,4,1,0,0,0,0.8,0.2,-1.23996,1.8625,0.41804,0.861435,-0.493452,1.975,0.652027,0.938016,-0.493452,1.975,0.652027,0.938016,0,0.5,0,59.090909,73.636364,40.909091,55.909091,71.363636,0,51.363636,56.818182,0,69.545455,64.545455,51.363636,79.545455,50,84.090909,40.909091,45.909091,86.818182,85,84.545455,85.909091,83.181818
0.985632,12092640,215940,3660,0.12894,0.727794,254,2,61,20.182077,74.063037,2,-0.89842,14.538552,2,42.886364,5.782938,65.032235,2,-1.821004,9.312905,2,29,1.041784,51.673352,2,-3.265753,5.882905,0.272206,95,1,2,45,349,0,0,44,1,0.022222,0,0,0.977778,0.022222,2.765179,62.148281,-2.330052,7.681093,4.716448,65.180516,-1.700644,8.816683,8.219548,67.87106,-1.343078,10.65569,0,7.791516,0,80.588235,71.764706,66.078431,83.333333,84.901961,80.784314,80.784314,80,73.529412,83.529412,81.176471,72.156863,78.823529,71.176471,87.45098,73.529412,73.529412,86.078431,81.568627,76.470588,91.568627,84.705882
0.350649,7938,1323,189,0.058065,0.316129,49,21,9,-0.291058,5.335484,21,0.544841,3.10692,7.142857,7.5,-0.786043,3.758065,7.142857,0.380558,2.086373,3,6,-1.281027,2.180645,3,0.216275,1.065827,0.122581,19,0,4,9,155,0,0,2,7,0,0,0,0.222222,0.777778,-1.281027,2.180645,0.216275,1.065827,-0.786043,3.758065,0.380558,2.086373,-0.291058,5.335484,0.544841,3.10692,6.309479,2.12132,6.309479,49,49.5,0,40.5,40,0,43.5,40.5,0,39,38.5,37.5,36,44,39.5,32.5,37.5,37.5,40,39.5,37.5,33.5
0.6,1679616,46656,1296,0.638889,0.333333,12,4,36,5.790818,2299.916667,4,2.223362,839.574837,3.5,28.714286,0.208052,211.37172,3.5,0.5068,71.35213,3,1,-1.112577,0,3,-0.503217,0,0.333333,12,0,3,23,36,0,0,21,2,0,0,0,0.913043,0.086957,-0.748506,3.803611,0.218891,1.029292,-0.065194,21.404722,0.457939,11.986865,0.431888,208.981944,0.818759,75.902087,0.707107,10.223223,0.707107,63.333333,60,0,50,66.666667,0,60,70,0,56.666667,70,46.666667,56.666667,43.333333,66.666667,33.333333,66.666667,73.333333,66.666667,73.333333,76.666667,56.666667
