DataId; RankerBuildTimes; KendallRankCorrelation; Loss; RankerPredictTimes; BestThreeLoss;ID
463;190;-0.012987013;1.960784;0;1.960784;133
464;201;0.272727273;1.666667;0;1.111112;134
1488;201;0.186147186;6.071429;0;0;135
465;201;-0.047619048;5.384616;0;5.384616;136
466;203;0.038961039;7.878787;0;7.878787;137
1490;201;-0.16017316;1.538461;0;0;138
467;217;0.385281385;0;0;0;139
468;216;0.03030303;5;0;5;140
469;207;0.0995671;3.652174;0;1.478261;141
470;200;0.073593074;8.442211;0;1.005025;142
1495;201;0.082251082;0.277778;0;0.277778;143
472;200;0.125541126;7.826087;0;0.869566;144
474;199;0.012987013;20.242671;0;7.060765;145
1498;200;0.004329004;5;0;1.764706;146
475;200;0.047619048;7.413793;0;0;147
1499;216;0.047619048;0.333333;0;0.333333;148
476;206;0.272727273;6.666667;0;6.666667;149
1500;212;0.186147186;0.333333;0;0;150
477;206;0.056277056;5.333333;0;0;151
479;199;0.238095238;0;0;0;152
480;196;0.341991342;1.428571;0;1.428571;153
481;212;0.324675325;0.333333;0;0.333333;154
1506;211;-0.03030303;0.86331;0;0.86331;155
1508;200;-0.186147186;10.973451;0;6.371682;156
1510;206;0.264069264;0.238095;0;0.238095;157
1511;200;-0.021645022;0.620155;0;0.620155;158
1512;216;-0.082251082;0;0;0;159
1513;214;0.212121212;6.451613;0;0;160
1516;208;0.0995671;28.571428;0;0;161
1517;232;-0.090909091;17.777778;0;0;162
1518;201;0.021645022;0;0;0;163
1519;201;-0.177489177;7.741936;0;7.741936;164
1520;206;0.281385281;0;0;0;165
1523;206;0.212121212;3.111112;0;0.444445;166
1524;207;-0.03030303;0.439561;0;0.439561;167
1547;212;-0.16017316;8.080808;0;7.474748;168
1549;209;-0.168831169;2.924528;0;2.924528;169
1551;201;0.038961039;18.888889;0;0;170
1553;200;0.004329004;13.592233;0;9.902912;171
1554;217;-0.108225108;12.816902;0;10.985916;172
1555;193;-0.41991342;14.878892;0;11.972318;173
1556;200;0.229437229;0;0;0;174
1559;200;-0.142857143;15.384615;0;0;175
1565;201;0.125541126;0;0;0;176
40496;213;0.151515152;0.588235;0;0;177
40509;212;-0.0995671;1.568627;0;1.568627;178
1600;201;0.125541126;5.974026;0;2.597403;179
682;200;0.367965368;0;0;0;180
683;196;0.047619048;13.75;0;3.75;181
685;216;-0.012987013;37.333333;0;14.666666;182
694;208;-0.056277056;0;0;0;183
713;218;-0.298701299;9.23077;0;1.538462;184
714;211;0.151515152;11.764706;0;1.764706;185
715;204;0.307359307;0;0;0;186
716;200;0.134199134;8.888889;0;8.888889;187
717;200;0.134199134;0;0;0;188
719;197;-0.212121212;3.157895;0;3.157895;189
721;201;-0.012987013;0;0;0;190
723;213;0.047619048;10.16835;0;10.16835;191
724;207;0.272727273;0;0;0;192
40660;209;-0.047619048;0;0;0;193
726;217;-0.012987013;4.285714;0;3.571428;194
40663;200;-0.168831169;6.785715;0;1.785715;195
729;200;-0.229437229;25.454546;0;7.272728;196
730;201;-0.238095238;2.777777;0;2.777777;197
731;204;-0.238095238;9.230769;0;6.153846;198
732;200;0.134199134;6.111111;0;6.111111;199
733;200;-0.03030303;0.338983;0;0;200
40669;201;-0.082251082;8.26087;0;0.869565;201
40671;201;0.108225108;1.978022;0;0.879121;202
736;201;0.012987013;7.333333;0;2;203
738;201;0.177489177;3.214285;0;2.5;204
739;196;-0.090909091;10.666667;0;2.666667;205
740;200;0.116883117;0;0;0;206
743;200;0.367965368;0;0;0;207
744;201;0.246753247;0;0;0;208
745;205;0.298701299;0;0;0;209
40681;216;0.064935065;2.222223;0;2.222223;210
746;216;0.151515152;0;0;0;211
40682;200;0.367965368;0.983606;0;0.655738;212
747;193;0.437229437;0.425532;0;0.425532;213
40683;201;-0.151515152;10.833333;0;1.666667;214
748;200;-0.021645022;0.869566;0;0.434783;215
749;201;0.125541126;9.931973;0;3.537415;216
750;210;-0.047619048;4.62585;0;4.489796;217
40686;200;0.108225108;2.758621;0;2.758621;218
751;200;0.012987013;0;0;0;219
753;201;0.177489177;9.285715;0;5;220
754;194;0.03030303;7.407408;0;7.407408;221
40690;201;0.082251082;3.708609;0;3.708609;222
755;200;-0.142857143;7.5;0;2.5;223
756;247;0.151515152;0;0;0;224
757;209;0.246753247;0.51282;0;0;225
40693;216;0.125541126;0;0;0;226
758;216;0.090909091;1.17647;0;1.17647;227
759;205;0.29004329;2.5;0;1.25;228
760;205;-0.316017316;5;0;5;229
762;217;0.064935065;8.888889;0;1.481481;230
40698;200;0.038961039;2.512077;0;0.386473;231
763;200;-0.0995671;10;0;6.111111;232
764;210;0.125541126;0.454545;0;0.151515;233
40700;200;0.0995671;0;0;0;234
765;200;-0.012987013;1.714285;0;1.428571;235
766;200;0.220779221;22.040816;0;3.537415;236
767;195;0.324675325;0.571429;0;0.571429;237
768;200;-0.004329004;10.37037;0;10.37037;238
769;212;0.047619048;20.277777;0;18.055555;239
40705;207;0.038961039;0.84507;0;0.84507;240
770;213;0.090909091;1.945946;0;0.108108;241
771;209;0.064935065;2;0;1.333333;242
773;200;0.082251082;7.777778;0;0;243
40709;216;0.177489177;28;0;5.333333;244
774;189;-0.03030303;5.102041;0;3.061225;245
40710;201;0.272727273;5;0;0.454546;246
775;201;0.203463203;3.703704;0;3.703704;247
40711;201;0.246753247;0.481928;0;0.481928;248
776;194;-0.012987013;5.833334;0;0;249
40712;200;-0.03030303;2.450981;0;1.862745;250
777;207;-0.064935065;3.333333;0;3.333333;251
778;209;-0.186147186;2.19178;0;2.19178;252
40714;211;-0.047619048;40;0;13.333333;253
779;207;-0.220779221;4.081632;0;4.081632;254
40715;200;-0.012987013;2.280702;0;2.280702;255
780;206;0.090909091;3.076923;0;3.076923;256
782;193;0.151515152;7.878788;0;2.424242;257
783;200;-0.16017316;19.285715;0;11.428572;258
784;201;-0.03030303;2;0;2;259
785;200;0.082251082;6;0;6;260
786;196;0.03030303;4.545455;0;0.909091;261
787;216;0.142857143;1.666666;0;1.666666;262
788;216;0.082251082;0;0;0;263
789;216;0.056277056;0;0;0;264
790;190;0.038961039;5.714286;0;2.857143;265
791;220;0.047619048;8;0;6;266
792;216;-0.134199134;22.857142;0;2.312925;267
793;201;0.177489177;0;0;0;268
794;195;0.238095238;0;0;0;269
795;201;0.064935065;4.387755;0;3.673469;270
796;205;0.341991342;2.711865;0;2.711865;271
797;216;0.021645022;3.154363;0;3.154363;272
798;205;0.177489177;0;0;0;273
799;216;0.16017316;2.087543;0;2.087543;274
800;216;-0.229437229;15.789473;0;7.368421;275
801;201;0.194805195;0;0;0;276
804;189;-0.151515152;8.888889;0;8.888889;277
805;213;-0.142857143;0.544218;0;0.544218;278
806;193;-0.194805195;20.26936;0;0;279
808;201;0.168831169;1.481481;0;1.481481;280
810;197;-0.064935065;3.089431;0;3.089431;281
811;207;0.038961039;2.894737;0;2.105263;282
812;200;0.151515152;0;0;0;283
813;201;0.445887446;1.144781;0;0;284
814;201;-0.229437229;12.554744;0;9.343066;285
815;216;0.056277056;0;0;0;286
817;221;0.125541126;7.272727;0;7.272727;287
818;216;0.186147186;0.444444;0;0.444444;288
820;202;-0.012987013;2.686567;0;2.686567;289
824;200;-0.056277056;0;0;0;290
825;216;0.056277056;2.027027;0;1.081081;291
826;200;0.238095238;4.117647;0;3.882353;292
827;203;0.047619048;4;0;2.153846;293
829;200;0.220779221;5.185186;0;5.185186;294
830;201;-0.012987013;3.333334;0;3.333334;295
831;201;0.064935065;0;0;0;296
832;195;0.125541126;3.611111;0;3.611111;297
835;200;-0.177489177;3.333334;0;3.333334;298
836;216;0.073593074;17.142857;0;11.428571;299
837;200;-0.142857143;2.424243;0;0.471381;300
838;218;0.03030303;1.904762;0;1.904762;301
839;211;-0.004329004;0.948276;0;0;302
840;213;-0.151515152;10.344828;0;8.62069;303
841;213;0.186147186;0;0;0;304
842;200;0.142857143;17.333333;0;12;305
844;201;0.29004329;1.445783;0;0;306
845;200;0.246753247;2.289563;0;2.289563;307
848;216;0.056277056;4.444445;0;4.444445;308
849;207;0.073593074;4.175084;0;4.175084;309
850;202;-0.056277056;2.222222;0;2.222222;310
852;201;-0.004329004;0;0;0;311
853;200;-0.056277056;0;0;0;312
23381;188;0.108225108;2.432433;0;2.432433;313
854;200;0.082251082;2.727273;0;2.272727;314
855;200;-0.177489177;2.040817;0;2.040817;315
857;200;0.090909091;11.111112;0;2.222223;316
858;198;0.359307359;4.470589;0;0.470589;317
859;217;0.229437229;0;0;0;318
860;216;-0.203463203;2.162162;0;1.081081;319
861;223;0.082251082;8;0;5.6;320
862;197;0.012987013;0;0;0;321
863;201;0.151515152;0;0;0;322
864;201;0.402597403;10.666666;0;2.666666;323
865;200;0.0995671;0;0;0;324
866;197;0.021645022;0.3367;0;0.3367;325
867;200;0.047619048;2.777777;0;2.222222;326
868;215;0.212121212;0;0;0;327
869;204;-0.021645022;8.707483;0;8.707483;328
870;203;-0.064935065;0;0;0;329
872;217;-0.021645022;10.604027;0;1.47651;330
873;216;0.177489177;4.444444;0;2.5;331
874;200;-0.116883117;5;0;5;332
875;195;0.194805195;3.703703;0;2.962963;333
876;200;0.186147186;13.333333;0;13.333333;334
877;201;-0.021645022;3.333333;0;3.333333;335
878;200;0.012987013;6.666666;0;2.962962;336
879;202;0.125541126;24.897959;0;1.768708;337
880;201;-0.29004329;0.97561;0;0.731708;338
882;201;0.411255411;8;0;0;339
884;210;-0.125541126;4.217688;0;4.217688;340
885;209;-0.116883117;2.222222;0;0.555556;341
886;201;-0.056277056;7.346939;0;7.346939;342
887;215;0.090909091;0;0;0;343
888;217;0.090909091;4.353742;0;0.136055;344
889;189;0.090909091;10.714286;0;0;345
890;200;-0.255411255;29.655172;0;8.965517;346
891;210;0.281385281;0.8;0;0.8;347
892;200;0.16017316;0;0;0;348
893;203;0.073593074;1.052631;0;1.052631;349
894;201;0.142857143;1.25;0;0;350
895;216;0.082251082;0;0;0;351
896;216;0.047619048;4.459459;0;4.459459;352
898;193;0.307359307;7.692308;0;6.153846;353
899;201;-0.012987013;3.333333;0;1.666667;354
900;222;-0.142857143;10.42735;0;0.17094;355
902;217;-0.186147186;8.780488;0;0.487805;356
903;191;-0.142857143;2.154883;0;2.154883;357
904;200;0.090909091;3.892618;0;0;358
905;201;-0.238095238;2.222223;0;2.222223;359
906;201;-0.324675325;8.888889;0;5.811965;360
907;195;-0.116883117;2.222222;0;2.222222;361
908;217;-0.082251082;4.786325;0;0;362
909;216;-0.29004329;2.905983;0;2.564103;363
910;200;0.038961039;0;0;0;364
911;193;0.203463203;0;0;0;365
912;218;0.082251082;0.87542;0;0;366
913;212;-0.064935065;1.140939;0;1.140939;367
915;211;-0.090909091;1.978022;0;1.978022;368
916;195;0.212121212;4.444444;0;4.444444;369
917;201;0.367965368;0;0;0;370
918;201;0.038961039;5.555556;0;5.555556;371
919;201;0.298701299;0;0;0;372
920;197;0.047619048;3.265307;0;1.632654;373
921;201;0.108225108;1.666666;0;0;374
922;201;0.012987013;11.851852;0;6.666667;375
924;203;-0.082251082;7.222222;0;0.555556;376
925;200;0.324675325;4.042554;0;2.340426;377
926;216;0.255411255;2.857143;0;2.857143;378
927;216;0.41991342;10;0;2;379
928;201;0.186147186;12.727272;0;5.454545;380
929;208;0.03030303;12.222222;0;2.222222;381
931;201;0.264069264;3.775511;0;0;382
932;201;-0.021645022;6.666667;0;6.666667;383
933;200;-0.021645022;18.888889;0;3.611111;384
935;203;0.212121212;17.534246;0;4.657534;385
936;203;0.021645022;5.85034;0;5.306122;386
937;201;0.004329004;2.17687;0;2.17687;387
938;216;0.134199134;31.111111;0;0;388
939;193;-0.177489177;1.212121;0;0.909091;389
940;200;0.142857143; NaN;0; NaN;390
941;201;0.073593074;4.444444;0;4.444444;391
942;201;0.134199134;18.333333;0;5;392
943;195;0.281385281;0;0;0;393
944;200;-0.134199134;6.666666;0;0;394
945;200;0.134199134;0;0;0;395
946;216;0.255411255;4.347826;0;4.347826;396
947;206;-0.056277056;1.69697;0;0;397
949;219;-0.073593074;4.848485;0;1.818182;398
950;216;0.134199134;0;0;0;399
951;201;0.246753247;0;0;0;400
952;196;0.038961039;0;0;0;401
955;200;0.038961039;0;0;0;402
956;201;0.246753247;3.448276;0;0;403
957;216;0.255411255;1.322314;0;0.661157;404
960;193;-0.229437229;11.666667;0;5;405
961;201;-0.229437229;25.060241;0;8.915662;406
963;201;-0.108225108;4.705883;0;0.470589;407
964;206;0.463203463;2.5;0;0;408
965;196;0.177489177;0;0;0;409
967;201;0.385281385;1.344537;0;1.344537;410
968;201;-0.047619048;10.566037;0;3.584905;411
969;200;-0.056277056;0;0;0;412
970;198;0.056277056;0.56;0;0.32;413
23499;216;0.134199134;4.25;0;0;414
972;202;0.142857143;10;0;10;415
973;200;0.134199134;1.960785;0;1.176471;416
974;196;-0.004329004;4.864865;0;4.864865;417
975;201;0.168831169;0;0;0;418
982;201;0.142857143;3.181819;0;2.272728;419
984;200;-0.116883117;1.495327;0;0;420
985;202;0.125541126;3.076923;0;3.076923;421
986;216;0.004329004;13.584906;0;0;422
987;201;-0.108225108;0.27027;0;0;423
988;209;-0.108225108;15.294118;0;11.764706;424
989;211;-0.134199134;12.209738;0;3.745319;425
990;200;-0.203463203;3.119266;0;1.651376;426
992;200;0.411255411;0;0;0;427
994;222;0.194805195;10.836653;0;1.115538;428
996;196;-0.367965368;15.737705;0;14.754099;429
997;201;0.203463203;16.54054;0;1.621621;430
998;216;-0.021645022;12.857143;0;0;431
999;216;0.463203463;0;0;0;432
1001;202;0.246753247;0;0;0;433
1003;201;0.402597403;1.414141;0;1.212121;434
1004;216;-0.004329004;0.337079;0;0;435
1005;217;0.134199134;8.852459;0;8.852459;436
1006;202;-0.16017316;9.523809;0;6.666667;437
1007;201;0.090909091;12.413794;0;0;438
1008;200;-0.004329004;2.181818;0;1.090909;439
1009;201;0.307359307;0;0;0;440
1010;195;0.168831169;0.186916;0;0.186916;441
1011;200;0.367965368;0;0;0;442
1012;200;-0.125541126;8;0;4;443
1013;200;0.177489177;1.052632;0;0;444
1014;198;0.272727273;6.016949;0;0;445
1015;216;0.142857143;2.105263;0;2.105263;446
1016;205;-0.038961039;2.576271;0;1.220339;447
1023;201;0.298701299;0.594059;0;0.594059;448
