DataId; RankerBuildTimes; KendallRankCorrelation; Loss; RankerPredictTimes; BestThreeLoss
0.785276; 9846.0; 0.42857142857142855; 22.857143; 1.0; 0.0
0.536364; 9846.0; 0.31601731601731603; 0.6666670000000039; 1.0; 0.6666670000000039
0.997567; 9846.0; 0.36796536796536794; 0.6611570000000029; 1.0; 0.49586700000000405
0.999375; 9846.0; 0.8268398268398268; 0.0; 1.0; 0.0
0.627826; 9846.0; 0.5324675324675324; 4.0; 2.0; 2.0
0.501502; 9846.0; 0.8354978354978355; 0.33670000000000755; 1.0; 0.33670000000000755
0.529058; 9846.0; 0.9047619047619048; 0.0; 1.0; 0.0
0.980287; 9846.0; 0.12554112554112554; 0.0; 1.0; 0.0
0.71358; 9846.0; 0.47186147186147187; 0.33613400000000127; 1.0; 0.33613400000000127
0.999375; 9846.0; 0.5930735930735931; 3.974896000000001; 1.0; 1.0460259999999977
0.922696; 9846.0; 0.6190476190476191; 0.45689500000000294; 1.0; 0.0
0.350649; 9846.0; 0.19480519480519481; 10.0; 1.0; 9.0
0.9995; 9846.0; 0.37662337662337664; 0.0; 1.0; 0.0
0.168139; 9846.0; 0.3593073593073593; NaN; 1.0; NaN
0.386935; 9846.0; 0.5930735930735931; 0.7142860000000013; 1.0; 0.7142860000000013
0.457537; 9846.0; 0.37662337662337664; NaN; 1.0; NaN
0.94081; 9846.0; 0.5324675324675324; NaN; 1.0; NaN
0.862955; 9846.0; 0.45454545454545453; 2.919708; 2.0; 0.29197100000000376
0.528529; 9846.0; 0.5670995670995671; 0.0; 2.0; 0.0
0.462963; 9846.0; 0.3852813852813853; 0.0; 1.0; 0.0
0.993513; 9846.0; 0.7402597402597403; 0.5111820000000051; 1.0; 0.0
0.52505; 9846.0; 0.8095238095238095; 2.9931980000000067; 1.0; 0.0
0.525253; 9846.0; 0.6190476190476191; 5.185186000000002; 1.0; 0.0
0.625; 9846.0; 0.24675324675324675; 0.0; 1.0; 0.0
0.244489; 9846.0; 0.5151515151515151; 2.816901999999999; 1.0; 2.816901999999999
0.643678; 9846.0; 0.5584415584415584; 2.5; 5.0; 0.0
0.882858; 9846.0; 0.5238095238095238; 0.4881030000000095; 4.0; 0.42709000000000685
0.775641; 9846.0; 0.4199134199134199; 0.0; 2.0; 0.0
0.983051; 9846.0; 0.6536796536796536; 0.0; 1.0; 0.0
0.9995; 9846.0; 0.5064935064935064; 0.26755899999999144; 1.0; 0.26755899999999144
0.568841; 9846.0; 0.16883116883116883; 2.25; 2.0; 0.0
0.383838; 9846.0; 0.5670995670995671; 0.7407400000000024; 1.0; 0.7407400000000024
0.859454; 9846.0; 0.6536796536796536; 0.05314400000000319; 1.0; 0.05314400000000319
0.984622; 9846.0; 0.45454545454545453; 0.055633000000000266; 1.0; 0.055633000000000266
0.797468; 9846.0; 0.45454545454545453; 0.8571429999999935; 1.0; 0.8571429999999935
0.770344; 9846.0; 0.5238095238095238; 0.8588960000000014; 2.0; 0.0
0.509018; 9846.0; 0.7489177489177489; 0.0; 1.0; 0.0
0.568421; 9846.0; 0.3246753246753247; 0.7228910000000042; 2.0; 0.7228910000000042
0.618935; 9846.0; 0.7056277056277056; 0.2390439999999927; 1.0; 0.2390439999999927
0.498498; 9846.0; 0.9134199134199135; 0.4040409999999923; 1.0; 0.0
0.819541; 9846.0; 0.6017316017316018; 0.24955399999998917; 1.0; 0.0
0.465753; 9846.0; 0.6536796536796536; 0.0; 1.0; 0.0
0.496994; 9846.0; 0.7575757575757576; 2.176869999999994; 1.0; 1.088435000000004
0.582418; 9846.0; 0.19480519480519481; 0.0; 1.0; 0.0
0.508509; 9846.0; 0.8268398268398268; 0.0; 1.0; 0.0
0.999375; 9846.0; 0.8268398268398268; 0.0; 1.0; 0.0
0.9995; 9846.0; 0.5151515151515151; NaN; 1.0; 0.8026749999999936
0.810761; 9846.0; 0.29004329004329005; 0.5031450000000035; 1.0; 0.5031450000000035
0.857143; 9846.0; 0.6883116883116883; NaN; 1.0; NaN
0.995984; 9846.0; 0.1341991341991342; 0.5555559999999957; 2.0; 0.0
0.954762; 9846.0; 0.42857142857142855; NaN; 2.0; NaN
0.958425; 9846.0; 0.5930735930735931; NaN; 2.0; NaN
0.434343; 9846.0; 0.6883116883116883; 0.0; 2.0; 0.0
0.98436; 9846.0; 0.23809523809523808; 4.802630999999991; 1.0; 0.5263159999999942
0.657534; 9846.0; 0.5064935064935064; 0.0; 2.0; 0.0
0.823529; 9846.0; 0.6363636363636364; 0.0; 2.0; 0.0
0.503504; 9846.0; 0.8701298701298701; 1.7508420000000058; 1.0; 0.0
0.988722; 9846.0; 0.37662337662337664; 3.1168830000000014; 3.0; 2.3376619999999946
0.537475; 9846.0; 0.5064935064935064; NaN; 1.0; NaN
0.544959; 9846.0; 0.7056277056277056; 0.0; 2.0; 0.0
0.584906; 9846.0; 0.6190476190476191; 7.692307999999997; 2.0; 4.615384999999989
0.995169; 9846.0; 0.49783549783549785; 6.0; 4.0; 4.0
0.632353; 9846.0; 0.22943722943722944; 2.1052629999999937; 4.0; 2.1052629999999937
0.64527; 9846.0; 0.6103896103896104; 4.013801000000001; 1.0; 0.0
0.961255; 9846.0; 0.696969696969697; NaN; 1.0; NaN
0.983974; 9846.0; 0.3852813852813853; 1.2972970000000004; 1.0; 1.2972970000000004
0.300026; 9846.0; 0.5670995670995671; NaN; 1.0; NaN
0.505051; 9846.0; 0.6883116883116883; 0.0; 1.0; 0.0
0.996603; 9846.0; 0.3852813852813853; 2.883295000000004; 1.0; 0.0
0.739872; 9846.0; 0.4458874458874459; 0.14388499999999738; 1.0; 0.14388499999999738
0.612903; 9846.0; 0.29004329004329005; 0.0; 2.0; 0.0
0.501002; 9846.0; 0.8095238095238095; 0.0; 2.0; 0.0
0.481928; 9846.0; 0.645021645021645; 3.333334000000008; 1.0; 0.0
0.996198; 9846.0; 0.341991341991342; 0.0; 1.0; 0.0
0.554404; 9846.0; 0.21212121212121213; 10.909091000000004; 1.0; 9.090908999999996
0.442211; 9846.0; 0.5757575757575758; NaN; 1.0; NaN
0.926667; 9846.0; 0.45454545454545453; 3.902439000000001; 1.0; 3.902439000000001
0.5; 9846.0; 0.6190476190476191; 0.0; 1.0; 0.0
0.914701; 9846.0; 0.3939393939393939; NaN; 2.0; NaN
0.513514; 9846.0; 0.9047619047619048; 2.7609429999999975; 2.0; 0.0
0.936508; 9846.0; 0.43722943722943725; NaN; 1.0; NaN
0.431866; 9846.0; 0.37662337662337664; 7.0; 1.0; 0.0
0.987694; 9846.0; -0.08225108225108226; NaN; 1.0; NaN
0.737083; 9846.0; 0.6363636363636364; 0.0; 1.0; 0.0
0.731844; 9846.0; 0.45454545454545453; 0.0; 1.0; 0.0
0.855721; 9846.0; 0.5324675324675324; 1.186441000000002; 2.0; 0.50847499999999
NaN; 9846.0; -0.22077922077922077; NaN; 65.0; NaN
0.999859; 9846.0; 0.6623376623376623; NaN; 1.0; NaN
0.15873; 9846.0; 0.16883116883116883; 6.309021000000001; 1.0; 3.779558999999999
0.717025; 9846.0; 0.37662337662337664; 0.17693199999999365; 1.0; 0.015022999999999342
