DataId; RankerBuildTimes; Best1Loss; Best6Loss; Best12Loss; Best20Loss; RankerPredictTimes; Best2Loss; Best16Loss; Best13Loss; Best18Loss; KendallRankCorrelation; Best21Loss; Best9Loss; Best17Loss; KendallRankCorrelationWithTies; RootMeanSquareError; Best5Loss; Best19Loss; Best8Loss; Best22Loss; MaxDiff; Best4Loss; Best10Loss; Best14Loss; Best7Loss; Best11Loss; Best15Loss; Best3Loss
1520.0; 5003.0; 5.714285000000004; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.42857142857142855; 0.0; 0.0; 0.0; 0.42015643892317217; 8.44991700843311; 0.0; 0.0; 0.0; 0.0; 74.285714; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
736.0; 5003.0; 1.333332999999996; 0.0; 0.0; 0.0; 0.0; 1.333332999999996; 0.0; 0.0; 0.0; 0.35064935064935066; 0.0; 0.0; 0.0; 0.3439179697143973; 5.838736044222402; 0.0; 0.0; 0.0; 0.0; 18.666666999999997; 1.333332999999996; 0.0; 0.0; 0.0; 0.0; 0.0; 1.333332999999996
957.0; 5003.0; 1.6528919999999943; 0.16528900000000135; 0.0; 0.0; 0.0; 0.49586700000000405; 0.0; 0.0; 0.0; 0.5151515151515151; 0.0; 0.16528900000000135; 0.0; 0.533948807798198; 4.808505840903892; 0.16528900000000135; 0.0; 0.16528900000000135; 0.0; 79.669421; 0.16528900000000135; 0.16528900000000135; 0.0; 0.16528900000000135; 0.0; 0.0; 0.16528900000000135
40647.0; 5003.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.7056277056277056; 0.0; 0.0; 0.0; 0.7056277056277056; 5.269483234834427; 0.0; 0.0; 0.0; 0.0; 77.531381; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
826.0; 5003.0; 2.7058820000000026; 0.0; 0.0; 0.0; 0.0; 2.7058820000000026; 0.0; 0.0; 0.0; 0.4805194805194805; 0.0; 0.0; 0.0; 0.48473464441517883; 2.911266451046825; 0.0; 0.0; 0.0; 0.0; 70.0; 2.7058820000000026; 0.0; 0.0; 0.0; 0.0; 0.0; 2.7058820000000026
718.0; 5003.0; 2.5589220000000097; 0.0; 0.0; 0.0; 0.0; 0.33670000000000755; 0.0; 0.0; 0.0; 0.7662337662337663; 0.0; 0.0; 0.0; 0.763559280165674; 5.161605795168737; 0.0; 0.0; 0.0; 0.0; 85.252525; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
870.0; 5003.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.8008658008658008; 0.0; 0.0; 0.0; 0.8069433301750872; 3.3852246581388257; 0.0; 0.0; 0.0; 0.0; 87.891156; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
950.0; 5003.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.4025974025974026; 0.0; 0.0; 0.0; 0.5237239633764529; 11.391802621871898; 0.0; 0.0; 0.0; 0.0; 99.272727; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
967.0; 5003.0; 3.529410999999996; 0.0; 0.0; 0.0; 0.0; 0.8403359999999935; 0.0; 0.0; 0.0; 0.5930735930735931; 0.0; 0.0; 0.0; 0.5956578039756051; 4.637361226123635; 0.0; 0.0; 0.0; 0.0; 89.915966; 0.16806699999999353; 0.0; 0.0; 0.0; 0.0; 0.0; 0.8403359999999935
40654.0; 5003.0; 3.974896000000001; 0.0; 0.0; 0.0; 0.0; 1.0041849999999997; 0.0; 0.0; 0.0; 0.45454545454545453; 0.0; 0.0; 0.0; 0.4571969664946644; 2.628834440273803; 0.0; 0.0; 0.0; 0.0; 55.355649; 1.0041849999999997; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0041849999999997
977.0; 5003.0; 0.060030000000011796; 0.060030000000011796; 0.0; 0.0; 0.0; 0.060030000000011796; 0.0; 0.0; 0.0; 0.6363636363636364; 0.0; 0.0; 0.0; 0.6478322101632493; 8.365726249725652; 0.060030000000011796; 0.0; 0.0; 0.0; 5.886277000000007; 0.060030000000011796; 0.0; 0.0; 0.0; 0.0; 0.0; 0.060030000000011796
