DataId; RankerBuildTimes; Best1Loss; Best6Loss; Best12Loss; Best20Loss; RankerPredictTimes; Best2Loss; Best16Loss; Best13Loss; Best18Loss; KendallRankCorrelation; Best21Loss; Best9Loss; Best17Loss; KendallRankCorrelationWithTies; Best5Loss; Best19Loss; Best8Loss; Best22Loss; Best4Loss; Best10Loss; Best14Loss; Best7Loss; Best11Loss; Best15Loss; Best3Loss
1520.0; 12846.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.29004329004329005; 0.0; 0.0; 0.0; 0.2976108109039136; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
736.0; 12846.0; 7.333332999999996; 2.0; 0.6666670000000039; 0.0; 0.0; 4.666667000000004; 0.0; 0.0; 0.0; 0.047619047619047616; 0.0; 0.6666670000000039; 0.0; 0.05806407280892422; 2.0; 0.0; 0.6666670000000039; 0.0; 2.0; 0.6666670000000039; 0.0; 1.333332999999996; 0.6666670000000039; 0.0; 4.0
957.0; 12846.0; 0.6611570000000029; 0.16528900000000135; 0.16528900000000135; 0.0; 0.0; 0.6611570000000029; 0.16528900000000135; 0.16528900000000135; 0.0; 0.16017316017316016; 0.0; 0.16528900000000135; 0.16528900000000135; 0.17506518288465509; 0.16528900000000135; 0.0; 0.16528900000000135; 0.0; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.6611570000000029
40647.0; 12846.0; 7.782426999999998; 7.782426999999998; 7.0292889999999915; 0.0; 0.0; 7.782426999999998; 0.0; 7.0292889999999915; 0.0; 0.10822510822510822; 0.0; 7.782426999999998; 0.0; 0.10822510822510822; 7.782426999999998; 0.0; 7.782426999999998; 0.0; 7.782426999999998; 7.0292889999999915; 0.0; 7.782426999999998; 7.0292889999999915; 0.0; 7.782426999999998
826.0; 12846.0; 4.117647000000005; 3.4117650000000026; 2.7058820000000026; 0.0; 0.0; 3.882352999999995; 0.0; 2.7058820000000026; 0.0; 0.2813852813852814; 0.0; 3.4117650000000026; 0.0; 0.27511966304645286; 3.882352999999995; 0.0; 3.4117650000000026; 0.0; 3.882352999999995; 2.7058820000000026; 2.0; 3.4117650000000026; 2.7058820000000026; 0.0; 3.882352999999995
718.0; 12846.0; 4.71380400000001; 0.8080810000000014; 0.33670000000000755; 0.0; 0.0; 4.71380400000001; 0.0; 0.33670000000000755; 0.0; 0.14285714285714285; 0.0; 0.8080810000000014; 0.0; 0.13882896003012254; 1.010101000000006; 0.0; 0.8080810000000014; 0.0; 1.010101000000006; 0.33670000000000755; 0.33670000000000755; 0.8080810000000014; 0.33670000000000755; 0.0; 1.010101000000006
870.0; 12846.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.24675324675324675; 0.0; 0.0; 0.0; 0.2516274900545971; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
950.0; 12846.0; 0.12121199999999988; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.4805194805194805; 0.0; 0.0; 0.0; 0.3992747047523452; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
967.0; 12846.0; 1.3445370000000025; 0.0; 0.0; 0.0; 0.0; 1.3445370000000025; 0.0; 0.0; 0.0; 0.5324675324675324; 0.0; 0.0; 0.0; 0.5347876634233535; 0.16806699999999353; 0.0; 0.0; 0.0; 0.8403359999999935; 0.0; 0.0; 0.0; 0.0; 0.0; 1.3445370000000025
40654.0; 12846.0; 1.0041849999999997; 1.0041849999999997; 0.0; 0.0; 0.0; 1.0041849999999997; 0.0; 0.0; 0.0; 0.3246753246753247; 0.0; 1.0041849999999997; 0.0; 0.32531322615966507; 1.0041849999999997; 0.0; 1.0041849999999997; 0.0; 1.0041849999999997; 1.0041849999999997; 0.0; 1.0041849999999997; 0.08368200000000314; 0.0; 1.0041849999999997
977.0; 12846.0; 0.2968150000000094; 0.26013000000000375; 0.0; 0.0; 0.0; 0.26013000000000375; 0.0; 0.0; 0.0; 0.36796536796536794; 0.0; 0.26013000000000375; 0.0; 0.36956871049581336; 0.26013000000000375; 0.0; 0.26013000000000375; 0.0; 0.26013000000000375; 0.26013000000000375; 0.0; 0.26013000000000375; 0.0; 0.0; 0.26013000000000375
338.0; 12846.0; 12.0; 0.5; 0.0; 0.0; 0.0; 9.5; 0.0; 0.0; 0.0; 0.3852813852813853; 0.0; 0.0; 0.0; 0.4134803747230197; 0.5; 0.0; 0.5; 0.0; 0.5; 0.0; 0.0; 0.5; 0.0; 0.0; 0.5
962.0; 12846.0; 0.03344500000000039; 0.0; 0.0; 0.0; 0.0; 0.03344500000000039; 0.0; 0.0; 0.0; 0.5670995670995671; 0.0; 0.0; 0.0; 0.587448003159353; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.03344500000000039
382.0; 12846.0; 3.9713609999999946; 0.0; 0.0; 0.0; 0.0; 3.9713609999999946; 0.0; 0.0; 0.0; 0.16883116883116883; 0.0; 0.0; 0.0; 0.16780354036202025; 0.0; 0.0; 0.0; 0.0; 3.9713609999999946; 0.0; 0.0; 0.0; 0.0; 0.0; 3.9713609999999946
40663.0; 12846.0; 0.7142860000000013; 0.7142860000000013; 0.7142860000000013; 0.0; 0.0; 0.7142860000000013; 0.7142860000000013; 0.7142860000000013; 0.0; 0.36796536796536794; 0.0; 0.7142860000000013; 0.0; 0.36763688405777567; 0.7142860000000013; 0.0; 0.7142860000000013; 0.0; 0.7142860000000013; 0.7142860000000013; 0.7142860000000013; 0.7142860000000013; 0.7142860000000013; 0.7142860000000013; 0.7142860000000013
378.0; 12846.0; 13.925870000000003; 0.0; 0.0; 0.0; 0.0; 13.925870000000003; 0.0; 0.0; 0.0; 0.030303030303030304; 0.0; 0.0; 0.0; 0.04935912647683227; 0.0; 0.0; 0.0; 0.0; 0.8245090000000062; 0.0; 0.0; 0.0; 0.0; 0.0; 11.467473999999996
1162.0; 12846.0; 5.106383000000008; 0.425532000000004; 0.0; 0.0; 0.0; 5.106383000000008; 0.0; 0.0; 0.0; 0.2727272727272727; 0.0; 0.0; 0.0; 0.25879433335084245; 0.425532000000004; 0.0; 0.0; 0.0; 0.425532000000004; 0.0; 0.0; 0.425532000000004; 0.0; 0.0; 5.106383000000008
814.0; 12846.0; 0.29197100000000376; 0.29197100000000376; 0.0; 0.0; 0.0; 0.29197100000000376; 0.0; 0.0; 0.0; 0.16017316017316016; 0.0; 0.29197100000000376; 0.0; 0.13307728267479998; 0.29197100000000376; 0.0; 0.29197100000000376; 0.0; 0.29197100000000376; 0.29197100000000376; 0.0; 0.29197100000000376; 0.0; 0.0; 0.29197100000000376
904.0; 12846.0; 1.0738259999999968; 0.0; 0.0; 0.0; 0.0; 1.0738259999999968; 0.0; 0.0; 0.0; 0.49783549783549785; 0.0; 0.0; 0.0; 0.5087004603295313; 1.0738259999999968; 0.0; 0.0; 0.0; 1.0738259999999968; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0738259999999968
449.0; 12846.0; 8.474746999999994; 3.636362999999996; 3.636362999999996; 3.1818179999999927; 0.0; 8.474746999999994; 3.5555549999999982; 3.636362999999996; 3.5555549999999982; -0.030303030303030304; 0.0; 3.636362999999996; 3.5555549999999982; -0.03056885144960587; 3.636362999999996; 3.1818179999999927; 3.636362999999996; 0.0; 8.474746999999994; 3.636362999999996; 3.636362999999996; 3.636362999999996; 3.636362999999996; 3.636362999999996; 8.474746999999994
40966.0; 12846.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.5151515151515151; 0.0; 0.0; 0.0; 0.5343636597286893; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
824.0; 12846.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.29004329004329005; 0.0; 0.0; 0.0; 0.2950115400640104; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
829.0; 12846.0; 5.185186000000002; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.42857142857142855; 0.0; 0.0; 0.0; 0.4235969415159671; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
1117.0; 12846.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.2813852813852814; 0.0; 0.0; 0.0; 0.2788293091268143; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
1554.0; 12846.0; 2.816901999999999; 2.816901999999999; 2.816901999999999; 0.0; 0.0; 2.816901999999999; 0.0; 2.816901999999999; 0.0; 0.1341991341991342; 0.0; 2.816901999999999; 0.0; 0.12720399435888868; 2.816901999999999; 0.0; 2.816901999999999; 0.0; 2.816901999999999; 2.816901999999999; 2.5352119999999942; 2.816901999999999; 2.816901999999999; 2.5352119999999942; 2.816901999999999
40683.0; 12846.0; 7.5; 1.666667000000004; 1.666667000000004; 0.0; 0.0; 7.5; 0.0; 1.666667000000004; 0.0; -0.06493506493506493; 0.0; 1.666667000000004; 0.0; -0.06762316094974827; 1.666667000000004; 0.0; 1.666667000000004; 0.0; 2.5; 1.666667000000004; 1.666667000000004; 1.666667000000004; 1.666667000000004; 1.666667000000004; 7.5
1021.0; 12846.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.21212121212121213; 0.0; 0.0; 0.0; 0.20434975756827328; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
997.0; 12846.0; 8.75675600000001; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.4025974025974026; 0.0; 0.0; 0.0; 0.4095948053992017; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
683.0; 12846.0; 8.75; 1.25; 0.0; 0.0; 0.0; 7.5; 0.0; 0.0; 0.0; 0.3333333333333333; 0.0; 0.0; 0.0; 0.33044778255940466; 1.25; 0.0; 1.25; 0.0; 1.25; 0.0; 0.0; 1.25; 0.0; 0.0; 7.5
978.0; 12846.0; 0.5351169999999996; 0.0; 0.0; 0.0; 0.0; 0.23411399999999105; 0.0; 0.0; 0.0; 0.5411255411255411; 0.0; 0.0; 0.0; 0.5403165518032021; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.23411399999999105
