DataId; RankerBuildTimes; Best1Loss; Best6Loss; Best12Loss; Best20Loss; RankerPredictTimes; Best2Loss; Best16Loss; Best13Loss; Best18Loss; KendallRankCorrelation; Best21Loss; Best9Loss; Best17Loss; KendallRankCorrelationWithTies; RootMeanSquareError; Best5Loss; Best19Loss; Best8Loss; Best22Loss; MaxDiff; Best4Loss; Best10Loss; Best14Loss; Best7Loss; Best11Loss; Best15Loss; Best3Loss
1520.0; 3676.0; 13.333332999999996; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.6623376623376623; 0.0; 0.0; 0.0; 0.6652476949616893; 13.359716162318644; 0.0; 0.0; 0.0; 0.0; 74.285714; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
736.0; 3676.0; 4.666667000000004; 3.333332999999996; 0.0; 0.0; 0.0; 3.333332999999996; 0.0; 0.0; 0.0; -0.11688311688311688; 0.0; 0.6666670000000039; 0.0; -0.1027287442004044; 6.670760251971128; 3.333332999999996; 0.0; 3.333332999999996; 0.0; 18.666666999999997; 3.333332999999996; 0.6666670000000039; 0.0; 3.333332999999996; 0.6666670000000039; 0.0; 3.333332999999996
957.0; 3676.0; 5.9504129999999975; 0.6611570000000029; 0.16528900000000135; 0.0; 0.0; 0.6611570000000029; 0.16528900000000135; 0.16528900000000135; 0.0; 0.0735930735930736; 0.0; 0.16528900000000135; 0.16528900000000135; 0.08753259144232754; 11.663364059859601; 0.6611570000000029; 0.0; 0.49586700000000405; 0.0; 79.669421; 0.6611570000000029; 0.16528900000000135; 0.16528900000000135; 0.49586700000000405; 0.16528900000000135; 0.16528900000000135; 0.6611570000000029
40647.0; 3676.0; 16.234309999999994; 0.0; 0.0; 0.0; 0.0; 7.0292889999999915; 0.0; 0.0; 0.0; 0.3333333333333333; 0.0; 0.0; 0.0; 0.3333333333333333; 13.261231550175584; 0.0; 0.0; 0.0; 0.0; 77.531381; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 7.0292889999999915
826.0; 3676.0; 2.7058820000000026; 0.0; 0.0; 0.0; 0.0; 2.7058820000000026; 0.0; 0.0; 0.0; 0.26406926406926406; 0.0; 0.0; 0.0; 0.25765174793239237; 8.357551557800782; 0.0; 0.0; 0.0; 0.0; 70.0; 2.7058820000000026; 0.0; 0.0; 0.0; 0.0; 0.0; 2.7058820000000026
718.0; 3676.0; 0.8080810000000014; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.8354978354978355; 0.0; 0.0; 0.0; 0.8416505701826179; 6.522978384419811; 0.0; 0.0; 0.0; 0.0; 85.252525; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
870.0; 3676.0; 4.353740999999999; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.6363636363636364; 0.0; 0.0; 0.0; 0.6420839401393168; 6.4354921372089136; 0.0; 0.0; 0.0; 0.0; 87.891156; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
950.0; 3676.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -0.11688311688311688; 0.0; 0.0; 0.0; 0.025926928880022418; 11.676731902372461; 0.0; 0.0; 0.0; 0.0; 99.272727; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
967.0; 3676.0; 9.075630000000004; 0.16806699999999353; 0.0; 0.0; 0.0; 9.075630000000004; 0.0; 0.0; 0.0; 0.24675324675324675; 0.0; 0.16806699999999353; 0.0; 0.2565241637559175; 9.872606859624256; 0.16806699999999353; 0.0; 0.16806699999999353; 0.0; 89.915966; 0.8403359999999935; 0.16806699999999353; 0.0; 0.16806699999999353; 0.16806699999999353; 0.0; 9.075630000000004
40654.0; 3676.0; 0.08368200000000314; 0.08368200000000314; 0.0; 0.0; 0.0; 0.08368200000000314; 0.0; 0.0; 0.0; 0.36796536796536794; 0.0; 0.0; 0.0; 0.3692744729379982; 15.047831746226567; 0.08368200000000314; 0.0; 0.0; 0.0; 55.355649; 0.08368200000000314; 0.0; 0.0; 0.08368200000000314; 0.0; 0.0; 0.08368200000000314
977.0; 3676.0; 3.875271000000012; 0.2968150000000094; 0.26013000000000375; 0.0; 0.0; 2.614641000000006; 0.0; 0.060030000000011796; 0.0; -0.021645021645021644; 0.0; 0.26013000000000375; 0.0; -0.030435070276125808; 8.800033428521367; 0.2968150000000094; 0.0; 0.2968150000000094; 0.0; 5.886277000000007; 0.2968150000000094; 0.26013000000000375; 0.060030000000011796; 0.2968150000000094; 0.26013000000000375; 0.0; 0.2968150000000094
338.0; 3676.0; 13.5; 9.0; 0.0; 0.0; 0.0; 11.0; 0.0; 0.0; 0.0; 0.2554112554112554; 0.0; 0.0; 0.0; 0.27120755761402365; 21.376328886270212; 9.0; 0.0; 0.5; 0.0; 49.5; 9.0; 0.0; 0.0; 9.0; 0.0; 0.0; 9.0
962.0; 3676.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.3939393939393939; 0.0; 0.0; 0.0; 0.42477009459214754; 12.552645925030458; 0.0; 0.0; 0.0; 0.0; 12.675584999999998; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
382.0; 3676.0; 4.24821; 0.0; 0.0; 0.0; 0.0; 4.24821; 0.0; 0.0; 0.0; 0.3333333333333333; 0.0; 0.0; 0.0; 0.3444388460062521; 25.740729153745804; 0.0; 0.0; 0.0; 0.0; 46.205251; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 4.24821
40663.0; 3676.0; 1.7857150000000033; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.6017316017316018; 0.0; 0.0; 0.0; 0.5952216218078272; 1663.6728059496024; 0.0; 0.0; 0.0; 0.0; 60.714286; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
