DataId; RankerBuildTimes; KendallRankCorrelation; Loss; BestThreeLoss
1025.0; 1704.0; 0.26406926406926406; 0.0; 0.0
2.0; 1634.0; 0.645021645021645; 12.547528; 0.0
1026.0; 1626.0; 0.3852813852813853; 6.9767439999999965; 0.0
4.0; 1879.0; 0.42857142857142855; 1.333332999999996; 1.333332999999996
7.0; 1586.0; 0.5844155844155844; 5.862069000000005; 0.3448269999999951
9.0; 1675.0; 0.8008658008658008; 0.0; 0.0
10.0; 1648.0; 0.6190476190476191; 2.380953000000005; 2.380953000000005
11.0; 1731.0; 0.7662337662337663; 1.2021860000000117; 0.0
40971.0; 1751.0; 0.47186147186147187; 1.3846149999999966; 0.0
13.0; 1597.0; 0.22077922077922077; 5.783132000000009; 3.1325300000000027
15.0; 1697.0; 0.5064935064935064; 1.3526570000000078; 0.38647400000000687
1045.0; 1650.0; 0.19480519480519481; 4.390243999999996; 0.9756100000000032
40981.0; 1911.0; 0.08225108225108226; NaN; NaN
1048.0; 1644.0; 0.36796536796536794; 0.0; 0.0
25.0; 1603.0; 0.6017316017316018; 1.8691589999999962; 1.8691589999999962
27.0; 1649.0; 0.5064935064935064; 1.6822429999999997; 1.6822429999999997
29.0; 1681.0; 0.341991341991342; 2.3529410000000013; 2.3529410000000013
1054.0; 1893.0; 0.3852813852813853; 3.5555549999999982; 0.8888889999999918
31.0; 1607.0; 0.2987012987012987; 8.322147999999999; 0.8053689999999989
1055.0; 1646.0; 0.21212121212121213; 0.0; 0.0
34.0; 1669.0; 0.5497835497835498; 0.0; 0.0
40994.0; 1675.0; -0.11688311688311688; NaN; NaN
35.0; 1912.0; 0.6536796536796536; 1.5841580000000022; 0.7920790000000011
1059.0; 1646.0; 0.10822510822510822; 0.6060609999999969; 0.0
1060.0; 1886.0; 0.3852813852813853; 0.0; 0.0
37.0; 1640.0; 0.6017316017316018; 0.614034999999987; 0.0
1061.0; 1703.0; 0.1341991341991342; 2.666665999999992; 0.6666659999999922
1062.0; 1799.0; 0.22077922077922077; 7.5; 5.0
39.0; 1619.0; 0.7662337662337663; 0.851064000000008; 0.851064000000008
1063.0; 1714.0; 0.16017316017316016; 2.4675320000000056; 0.25974000000000785
40.0; 1637.0; 0.6103896103896104; 11.333332999999996; 0.0
1064.0; 1911.0; 0.10822510822510822; 0.0; 0.0
41.0; 1606.0; 0.6536796536796536; 0.0; 0.0
1065.0; 1643.0; 0.30735930735930733; 0.0; 0.0
42.0; 1664.0; 0.7575757575757576; 0.8791209999999978; 0.0
1066.0; 1620.0; 0.2987012987012987; 5.365853999999999; 1.4634149999999977
43.0; 1903.0; 0.3246753246753247; 1.7977530000000002; 0.44943800000000067
1071.0; 1625.0; 0.6190476190476191; 0.0; 0.0
48.0; 1656.0; 0.5584415584415584; 3.4146339999999995; 3.4146339999999995
49.0; 1674.0; 0.5930735930735931; 0.0; 0.0
1073.0; 1682.0; 0.37662337662337664; 1.5; 1.25
50.0; 1824.0; 0.3939393939393939; 0.07042300000000523; 0.07042300000000523
51.0; 1654.0; 0.42857142857142855; 4.470589000000004; 0.0
