DataId; RankerBuildTimes; KendallRankCorrelation; Loss; BestThreeLoss
1025.0; 5686.0; 0.37662337662337664; 7.796610000000001; 0.0
2.0; 3514.0; 0.36796536796536794; 12.547528; 3.346007
1026.0; 3644.0; 0.3593073593073593; 9.302325999999994; 6.9767439999999965
4.0; 3453.0; 0.5411255411255411; 2.666665999999992; 1.333332999999996
7.0; 3584.0; 0.5411255411255411; 3.793103000000002; 0.0
9.0; 3485.0; 0.696969696969697; 0.0; 0.0
10.0; 3548.0; 0.5930735930735931; 5.238095999999999; 2.380953000000005
11.0; 3547.0; 0.6536796536796536; 1.2021860000000117; 1.2021860000000117
40971.0; 3447.0; 0.696969696969697; 0.0; 0.0
13.0; 3633.0; 0.22943722943722944; 3.1325300000000027; 0.7228910000000042
15.0; 3476.0; 0.6536796536796536; 1.3526570000000078; 0.5797110000000032
1045.0; 3639.0; 0.030303030303030304; 9.756097999999994; 0.9756100000000032
40981.0; 3417.0; -0.012987012987012988; NaN; NaN
1048.0; 3548.0; 0.5411255411255411; 4.444443999999997; 0.0
25.0; 3520.0; 0.6363636363636364; 3.9252329999999915; 1.8691589999999962
27.0; 3453.0; 0.7056277056277056; 2.4299060000000026; 1.6822429999999997
29.0; 3615.0; 0.6277056277056277; 1.7647060000000039; 0.0
1054.0; 3480.0; 0.09090909090909091; 3.111110999999994; 0.0
31.0; 3619.0; 0.46320346320346323; 0.06711400000000367; 0.06711400000000367
1055.0; 3428.0; 0.2727272727272727; 0.8333340000000078; 0.0
34.0; 3534.0; 0.37662337662337664; 7.200000000000003; 0.0
40994.0; 3549.0; -0.05627705627705628; NaN; NaN
35.0; 3461.0; 0.7662337662337663; 0.0; 0.0
1059.0; 3626.0; 0.35064935064935066; 0.6060609999999969; 0.0
1060.0; 3617.0; 0.29004329004329005; 3.75; 2.5
37.0; 3702.0; 0.5151515151515151; 0.17543799999999976; 0.17543799999999976
1061.0; 3433.0; 0.3939393939393939; 0.6666659999999922; 0.6666659999999922
1062.0; 3496.0; 0.22077922077922077; 7.5; 2.5
39.0; 3553.0; 0.6536796536796536; 0.851064000000008; 0.851064000000008
1063.0; 3444.0; 0.4458874458874459; 0.25974000000000785; 0.0
40.0; 3641.0; 0.6277056277056277; 0.0; 0.0
1064.0; 3459.0; 0.35064935064935066; 4.44444399999999; 0.0
41.0; 3569.0; 0.5930735930735931; 0.0; 0.0
1065.0; 3446.0; 0.5497835497835498; 0.29850700000000074; 0.0
42.0; 3395.0; 0.7748917748917749; 0.0; 0.0
1066.0; 3606.0; 0.29004329004329005; 1.9512199999999922; 1.9512199999999922
43.0; 3466.0; 0.3852813852813853; 1.7977530000000002; 0.44943800000000067
1071.0; 3613.0; 0.42857142857142855; 2.203389999999999; 0.0
48.0; 3457.0; 0.46320346320346323; 3.4146339999999995; 3.4146339999999995
49.0; 3644.0; 0.6363636363636364; 3.863636999999997; 1.1363640000000004
1073.0; 3590.0; 0.37662337662337664; 1.25; 1.25
50.0; 3450.0; 0.5064935064935064; 0.07042300000000523; 0.07042300000000523
51.0; 3568.0; 0.37662337662337664; 4.470589000000004; 4.470589000000004
1075.0; 3459.0; 0.1774891774891775; 0.0; 0.0
52.0; 3543.0; 0.22077922077922077; 10.0; 10.0
53.0; 3453.0; 0.6103896103896104; 2.0253159999999895; 1.0126579999999876
54.0; 3669.0; 0.5497835497835498; 0.0; 0.0
55.0; 3490.0; 0.42857142857142855; 4.651162999999997; 0.0
56.0; 3431.0; 0.23809523809523808; 1.5625; 1.25
4153.0; 3667.0; 0.670995670995671; 6.666665999999992; 0.0
59.0; 3477.0; 0.6536796536796536; 0.0; 0.0
61.0; 3580.0; 0.41125541125541126; 0.9523810000000026; 0.0
62.0; 3455.0; 0.6190476190476191; 1.7391310000000004; 0.0
1100.0; 3502.0; 0.45454545454545453; 6.0; 0.0
1115.0; 3568.0; 0.4025974025974026; 31.21951200000001; 31.21951200000001
1117.0; 3461.0; 0.41125541125541126; 0.0; 0.0
1121.0; 3774.0; 0.30735930735930733; 0.0; 0.0
1167.0; 3859.0; 0.30735930735930733; 2.150537; 0.0
163.0; 3636.0; 0.16883116883116883; 12.0; 12.0
164.0; 3484.0; 0.5497835497835498; 0.7142860000000013; 0.7142860000000013
171.0; 3605.0; 0.6277056277056277; 6.746988000000002; 1.6867469999999969
172.0; 3553.0; 0.09956709956709957; 60.0; 0.0
186.0; 3421.0; 0.6623376623376623; 2.0338979999999935; 0.6779659999999978
187.0; 3606.0; 0.6883116883116883; 0.0; 0.0
188.0; 3460.0; 0.6277056277056277; 9.860465000000005; 0.37209300000000667
6332.0; 3568.0; 0.6190476190476191; 1.5094339999999988; 0.0
4329.0; 3475.0; 0.2727272727272727; 0.0; 0.0
4340.0; 3577.0; 0.5324675324675324; 8.214286000000001; 1.25
275.0; 3433.0; 0.5238095238095238; 8.888888999999992; 0.0
276.0; 3417.0; 0.41125541125541126; 6.315790000000007; 0.0
277.0; 3620.0; 0.35064935064935066; 7.777777; 4.444444000000004
278.0; 3454.0; 0.45454545454545453; 6.666666000000006; 0.0
285.0; 3615.0; 0.5844155844155844; 0.0; 0.0
307.0; 3420.0; 0.8095238095238095; 0.0; 0.0
311.0; 3504.0; 0.2813852813852814; 0.7913669999999939; 0.7913669999999939
327.0; 3488.0; 0.670995670995671; 1.739130000000003; 1.739130000000003
328.0; 3446.0; 0.6883116883116883; 13.043478000000007; 0.8695650000000086
329.0; 3602.0; 0.5844155844155844; 15.454545999999993; 2.272726999999989
333.0; 3434.0; 0.7402597402597403; 0.0; 0.0
334.0; 3597.0; 0.004329004329004329; 21.129943999999995; 21.129943999999995
335.0; 3445.0; 0.2987012987012987; 0.8588960000000014; 0.8588960000000014
336.0; 3511.0; 0.48917748917748916; 0.0; 0.0
337.0; 3515.0; 0.16017316017316016; 0.0; 0.0
338.0; 3459.0; 0.6103896103896104; 9.0; 0.0
339.0; 3596.0; 0.5324675324675324; 0.0; 0.0
340.0; 3460.0; 0.37662337662337664; 10.909091000000004; 9.090910000000008
342.0; 3612.0; 0.5497835497835498; 0.0; 0.0
343.0; 3415.0; 0.4805194805194805; 0.0; 0.0
