DataId; RankerBuildTimes; KendallRankCorrelation; Loss; BestThreeLoss;ID
738;69;0.541125541;1.428571;0.714285;204
739;85;0.385281385;5.333334;5.333334;205
740;78;0.800865801;1.879195;1.409396;206
743;84;0.619047619;0;0;207
744;85;0.575757576;2.5;2.5;208
745;97;0.567099567;0.444445;0;209
40681;67;-0.281385281;35.555556;35.555556;210
746;85;0.670995671;0;0;211
40682;115;0.411255411;1.967213;1.967213;212
747;78;0.255411255;1.276595;1.276595;213
40683;101;-0.186147186;7.5;7.5;214
748;69;0.090909091;2.173913;0;215
749;89;0.541125541;3.401361;0;216
750;85;0.471861472;0;0;217
40686;115;-0.134199134;5.287356;5.287356;218
751;85;0.844155844;0.201342;0.201342;219
753;96;0.108225108;2.857143;2.857143;220
754;85;-0.021645022;7.407408;7.407408;221
40690;81;-0.203463203;21.324503;21.324503;222
755;84;0.341991342;2.5;2.5;223
756;88;0.558441558;0;0;224
757;85;0.29004329;20.25641;0;225
40693;85;-0.194805195;18.200692;18.200692;226
758;85;0.61038961;1.17647;0;227
759;82;0.445887446;15;1.25;228
760;85;0.108225108;10;0;229
762;78;0.333333333;0;0;230
40698;85;0.402597403;0.386473;0;231
763;85;0.41991342;0;0;232
764;78;0.541125541;0.606061;0;233
40700;78;0.177489177;8.318585;5.486726;234
765;84;0.558441558;1.428571;0;235
766;131;0.731601732;1.360544;0;236
767;85;0.402597403;2.571429;0.571429;237
768;85;0.385281385;2.962963;2.962963;238
769;69;0.74025974;7.777777;4.166666;239
40705;122;0.567099567;0;0;240
770;95;0.108225108;38.486486;1.297297;241
771;122;0.653679654;0.666667;0.666667;242
773;101;0.307359307;0.833333;0.833333;243
40709;84;0.16017316;33.333333;0;244
774;85;-0.047619048;3.775511;2.959184;245
40710;74;0.523809524;4.090909;0.454546;246
775;85;0.558441558;0;0;247
40711;100;0.168831169;0.481928;0.240964;248
776;85;0.0995671;5.833334;5.833334;249
40712;84;0.670995671;1.862745;0;250
777;84;0.090909091;11.666666;11.666666;251
778;74;0.393939394;0;0;252
40714;84;-0.012987013;40;40;253
779;101;0.731601732;0;0;254
40715;85;0.367965368;2.280702;0.964912;255
780;85;0.220779221;20;3.076923;256
782;84;0.125541126;7.878788;5.454545;257
783;71;0.376623377;0;0;258
784;85;0.445887446;3.5;0.5;259
785;84;0.333333333;6;6;260
786;122;0.619047619;1.363637;0.681818;261
787;67;0.402597403;1.666666;1.666666;262
788;85;0.411255411;6.792453;4.150943;263
789;80;0.67965368;0;0;264
790;85;0.168831169;2.857143;2.857143;265
791;69;0.125541126;12;6;266
792;116;0.670995671;0;0;267
793;78;0.722943723;0;0;268
794;84;0.714285714;0;0;269
795;78;0.0995671;3.979591;0;270
796;78;0.506493506;0;0;271
797;85;0.835497835;1.677853;0;272
798;74;0.41991342;6.818182;2.727273;273
799;78;0.090909091;0;0;274
800;85;0.411255411;7.368421;2.105263;275
801;77;0.41991342;3.396226;0.754717;276
804;78;0.437229437;14.444445;6.666667;277
805;85;0.731601732;0.544218;0;278
806;84;0.852813853;1.885522;0;279
808;78;0.168831169;1.481481;1.481481;280
810;85;0.151515152;3.089431;0.813009;281
811;90;0.082251082;2.631579;2.631579;282
812;99;0.428571429;0;0;283
813;100;0.688311688;1.144781;1.144781;284
814;116;-0.359307359;8.613139;8.613139;285
815;85;-0.056277056;13.846154;9.230769;286
817;85;0.090909091;18.181818;3.636364;287
818;71;0.255411255;0.444444;0;288
820;132;0.29004329;0.597015;0.597015;289
824;100;0.792207792;0;0;290
825;116;0.367965368;3.513513;2.027027;291
826;100;-0.186147186;6;6;292
827;100;0.0995671;4.717949;2.25641;293
829;83;0.515151515;5.185186;5.185186;294
830;84;0.774891775;0;0;295
831;85;0.437229437;1.896552;1.206897;296
832;98;0.722943723;0.277778;0.277778;297
835;69;-0.004329004;5;1.666667;298
836;84;-0.203463203;22.857143;17.142857;299
837;85;0.87012987;2.424243;0.06734;300
838;85;0.80952381;0;0;301
839;84;0.480519481;0.344827;0.344827;302
840;101;0.558441558;0;0;303
841;69;0.16017316;2.340426;0;304
842;84;0.212121212;17.333333;9.333333;305
844;87;0.350649351;1.445783;0;306
845;85;0.316017316;0;0;307
848;84;0.03030303;13.333334;8.888889;308
849;84;0.385281385;0;0;309
850;122;0.359307359;2.222222;0.74074;310
852;84;-0.03030303;3.111111;0.444444;311
853;87;0.489177489;0.268456;0.268456;312
23381;69;0.229437229;3.918919;2.432433;313
854;84;0.471861472;0.909091;0;314
855;85;0.722943723;0;0;315
857;106;0.264069264;11.111112;2.222223;316
858;84;0.515151515;4.470589;2.352941;317
859;74;0.506493506;2.105263;1.052632;318
860;84;0.134199134;0;0;319
861;85;0.584415584;5.6;0;320
862;85;0.662337662;1.73913;1.73913;321
863;85;0.627705628;0;0;322
864;100;0.385281385;10.666666;2.666666;323
865;76;0.29004329;0;0;324
866;85;0.835497835;0;0;325
867;84;0.203463203;2.222222;2.222222;326
868;85;0.454545455;0;0;327
869;85;0.74025974;0;0;328
870;101;0.67965368;0;0;329
872;90;0.523809524;0;0;330
873;69;0.705627706;4.444444;3.888888;331
874;85;0.246753247;1.666667;0;332
875;85;0.0995671;2.962963;0;333
876;131;0.445887446;13.333333;12.592592;334
877;100;0.800865801;3.333333;0;335
878;73;0.41991342;0;0;336
879;85;0.861471861;0.544218;0;337
880;100;0.445887446;0.487805;0.243903;338
882;100;0.41991342;12;1.333333;339
884;120;0.16017316;0;0;340
885;85;0.246753247;5;0.555556;341
886;85;0.350649351;9.387756;6.530613;342
887;85;0.255411255;1.333334;1.333334;343
888;84;0.471861472;0;0;344
889;78;0.142857143;11.428571;10.714286;345
890;73;0.203463203;17.931034;13.103448;346
891;84;0.341991342;3.2;0.8;347
892;83;0.489177489;3.333333;0;348
893;100;0.177489177;10.526316;1.052631;349
894;100;0.437229437;1.25;1.25;350
895;100;0.298701299;1.25;1.25;351
896;101;0.844155844;0.27027;0;352
898;85;0.445887446;6.153846;0;353
899;87;0.393939394;5;0.833333;354
900;85;0.264069264;0.17094;0.17094;355
902;85;0.064935065;8.780488;8.780488;356
903;85;0.826839827;0.404041;0;357
904;84;0.246753247;1.073826;0;358
905;85;0.316017316;2.222223;0;359
906;85;0.142857143;2.222222;2.222222;360
907;69;-0.03030303;1.538462;1.538462;361
908;84;0.16017316;0;0;362
909;78;0.29004329;1.196581;1.196581;363
910;84;0.818181818;1.481481;1.481481;364
911;85;0.593073593;0;0;365
912;83;0.645021645;0.87542;0.87542;366
913;80;0.861471861;0;0;367
915;84;0.220779221;1.538461;1.538461;368
916;85;0.350649351;4.444444;4.444444;369
917;80;0.826839827;0;0;370
918;85;0.627705628;5.555556;3.888889;371
919;74;-0.012987013;2.222222;2.222222;372
920;78;0.757575758;3.265307;0;373
921;84;0.229437229;6.111111;0;374
922;85;0.575757576;11.851852;4.444444;375
924;79;0.61038961;0;0;376
925;85;0.506493506;0.638298;0.638298;377
926;75;0.316017316;0;0;378
927;78;0.385281385;12;4;379
928;85;0.316017316;7.272727;7.272727;380
929;69;0.298701299;4.444445;2.222222;381
931;81;-0.151515152;4.081633;3.163266;382
932;99;0.575757576;9.62963;5.185185;383
933;91;0.705627706;2.777778;0;384
935;84;0.74025974;0;0;385
936;84;0.731601732;0;0;386
937;116;0.731601732;2.17687;2.17687;387
938;100;0.445887446;11.111111;11.111111;388
939;101;0.376623377;0.909091;0.909091;389
940;80;0.194805195; NaN; NaN;390
941;97;0.125541126;6.296296;4.074074;391
942;85;0.220779221;13.333333;13.333333;392
943;85;0.229437229;0;0;393
944;84;0.402597403;0.555555;0.555555;394
945;83;0.255411255;5;3;395
946;75;0.281385281;9.565217;0;396
947;84;0.61038961;0;0;397
949;85;0.480519481;0.121212;0;398
950;84;0.619047619;0;0;399
951;84;0.619047619;0;0;400
952;79;0.532467532;0;0;401
955;81;0.437229437;7.619048;0;402
956;69;0.229437229;0;0;403
957;82;0.0995671;0.661157;0.165289;404
960;85;-0.168831169;5;4.166667;405
961;85;0.567099567;1.927711;0;406
963;99;0.567099567;4.705883;2.352941;407
964;116;0.316017316;0;0;408
965;74;0.324675325;0;0;409
967;84;0.497835498;0.168067;0;410
968;85;0.090909091;3.773584;3.584905;411
969;84;0.16017316;0;0;412
970;85;0.203463203;0.56;0.56;413
23499;79;0.047619048;0.25;0.25;414
972;81;0.454545455;10;10;415
973;84;0.558441558;1.960785;0.784314;416
974;85;0.324675325;7.027027;0;417
975;84;0.350649351;0;0;418
982;85;0.662337662;3.181819;1.59091;419
984;96;-0.056277056;1.495327;0.373831;420
985;101;0.411255411;10.76923;7.692307;421
986;83;-0.428571429;10.943397;10.943397;422
987;85;0.359307359;0;0;423
988;85;0.523809524;11.764706;1.176471;424
989;85;0.411255411;12.209738;0.074907;425
990;84;0.350649351;1.651376;1.651376;426
992;85;0.567099567;0;0;427
994;82;0.480519481;1.035857;1.035857;428
996;84;0.264069264;0;0;429
997;85;0.316017316;1.729729;0;430
998;69;0.437229437;11.428571;10;431
999;132;0.064935065;4.615385;4.615385;432
1001;101;0.359307359;2.857143;0.952381;433
1003;74;0.316017316;1.818182;0;434
1004;85;0.177489177;0.337079;0;435
1005;138;0.316017316;0;0;436
1006;116;0.324675325;7.619047;3.809524;437
1007;101;0.471861472;6.206897;3.448276;438
1008;82;0.29004329;0;0;439
1009;85;0.437229437;13.75;1.25;440
1010;84;0.506493506;0;0;441
1011;79;0.367965368;1.443298;0.618556;442
1012;76;0.54978355;8;3.636363;443
1013;85;0.653679654;0;0;444
1014;87;0.367965368;0;0;445
1015;84;0.0995671;1.052631;0;446
1016;84;0.229437229;0.474576;0.474576;447
1023;78;-0.082251082;9.70297;9.70297;448
