@relation 'metaData_small_allPerformanceValues-weka.filters.unsupervised.attribute.Remove-R1-48,94-104'

@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
0.563248,0.43299,0.126875,0.599441,0.427835,0.15315,0.543162,0.489691,0.069098,0.54578,0.484536,0.078245,0.54578,0.484536,0.078245,0.54578,0.484536,0.078245,0.581197,0.43299,0.146091,0.47516,0.505155,0.003773,0.516987,0.479381,0.034051,0.581197,0.43299,0.146091,0.47516,0.505155,0.003773,0.516987,0.479381,0.034051,0.581197,0.43299,0.146091,0.47516,0.505155,0.003773,0.516987,0.479381,0.034051,51.428571,55.714286,54.285714,52.857143,51.071429,60.357143,60.714286,57.857143,53.928571,54.642857,50.357143,51.428571,55.357143,50.714286,52.857143,53.571429,55,50.714286,57.857143,54.285714,49.285714,56.428571
0.818841,0.18,0.637681,0.957729,0.11,0.778226,0.688205,0.31,0.354167,0.721618,0.31,0.36683,0.721618,0.31,0.36683,0.721618,0.31,0.36683,0.777778,0.34,0.31562,0.724839,0.27,0.444901,0.690419,0.31,0.379006,0.777778,0.34,0.31562,0.724839,0.27,0.444901,0.690419,0.31,0.379006,0.777778,0.34,0.31562,0.724839,0.27,0.444901,0.690419,0.31,0.379006,74.814815,88.888889,0,80.740741,81.481481,80.740741,80,80.740741,81.481481,87.407407,84.444444,68.148148,74.814815,61.481481,71.851852,55.555556,68.888889,69.62963,80.740741,81.481481,76.296296,66.666667
0.955231,0.115234,0.766906,0.862479,0.236328,0.524076,0.596593,0.410156,0.179688,0.940716,0.117188,0.763547,0.940716,0.117188,0.763547,0.940716,0.117188,0.763547,0.957071,0.080078,0.83927,0.973172,0.072266,0.853497,0.887091,0.115234,0.769721,0.957071,0.080078,0.83927,0.973172,0.072266,0.853497,0.887091,0.115234,0.769721,0.957071,0.080078,0.83927,0.973172,0.072266,0.853497,0.887091,0.115234,0.769721,78.675497,78.543046,0,78.807947,96.291391,78.278146,77.483444,78.145695,77.086093,96.15894,97.483444,78.807947,100,62.251656,98.013245,53.642384,62.251656,97.483444,97.748344,99.337748,93.112583,95.231788
0.66129,0.33871,0.322581,0.817898,0.290323,0.419355,0.78564,0.274194,0.451613,0.762227,0.306452,0.387097,0.762227,0.306452,0.387097,0.762227,0.306452,0.387097,0.722685,0.274194,0.451613,0.706035,0.33871,0.322581,0.66129,0.33871,0.322581,0.722685,0.274194,0.451613,0.706035,0.33871,0.322581,0.66129,0.33871,0.322581,0.722685,0.274194,0.451613,0.706035,0.33871,0.322581,0.66129,0.33871,0.322581,76.25,63.75,61.25,76.25,71.25,68.75,68.75,76.25,57.5,67.5,62.5,73.75,72.5,63.75,72.5,50,75,72.5,76.25,71.25,75,78.75
0.95388,0.050314,0.88472,0.98836,0.056604,0.874375,0.947619,0.056604,0.872084,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.975309,0.037736,0.91736,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,0.975309,0.037736,0.91736,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,0.975309,0.037736,0.91736,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,96.888889,94.666667,0,93.333333,97.777778,98.222222,96,96.444444,72.888889,96,96.444444,95.555556,95.111111,92,96,66.666667,94.222222,96.444444,96.444444,98.222222,97.333333,93.777778
0.725387,0.102273,0,0.778454,0.263258,0.256052,0.648676,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.64053,0.104167,0.165805,0.715053,0.102273,0,0.5,0.102273,0,0.64053,0.104167,0.165805,0.715053,0.102273,0,0.5,0.102273,0,0.64053,0.104167,0.165805,0.715053,0.102273,0,74.74359,70.897436,0,90.384615,89.102564,90,90.128205,91.153846,90.384615,88.461538,88.461538,89.487179,89.615385,88.461538,89.487179,90.384615,89.615385,90.384615,91.025641,90.641026,88.589744,88.461538
0.999585,0.014388,0.967251,0.861641,0.186023,0.551413,0.575324,0.330935,0,0.956572,0.052415,0.877702,0.956572,0.052415,0.877702,0.956572,0.052415,0.877702,0.992916,0.020555,0.953364,0.985462,0.024666,0.943231,0.938973,0.059609,0.86706,0.992916,0.020555,0.953364,0.985462,0.024666,0.943231,0.938973,0.059609,0.86706,0.992916,0.020555,0.953364,0.985462,0.024666,0.943231,0.938973,0.059609,0.86706,81.799308,81.799308,0,82.214533,99.238754,80.761246,78.685121,82.145329,80.415225,99.377163,99.446367,90.242215,100,67.128028,100,67.128028,67.128028,98.615917,99.031142,100,97.439446,98.615917
0.933673,0.059701,0.848073,0.97262,0.074627,0.81337,0.896259,0.074627,0.806694,0.913832,0.074627,0.81337,0.913832,0.074627,0.81337,0.913832,0.074627,0.81337,0.913832,0.074627,0.81337,0.494898,0.268657,0,0.846372,0.119403,0.685076,0.913832,0.074627,0.81337,0.494898,0.268657,0,0.846372,0.119403,0.685076,0.913832,0.074627,0.81337,0.494898,0.268657,0,0.846372,0.119403,0.685076,95.294118,95.294118,0,92.941176,95.294118,95.294118,96.470588,97.647059,23.529412,97.647059,81.176471,95.294118,95.294118,76.470588,94.117647,76.470588,95.294118,94.117647,97.647059,98.823529,91.764706,76.470588
0.742424,0.257576,0.484848,0.938476,0.19697,0.606061,1,0,1,0.969697,0.030303,0.939394,0.969697,0.030303,0.939394,0.969697,0.030303,0.939394,0.969697,0.030303,0.939394,0.484848,0.515152,-0.030303,0.833333,0.166667,0.666667,0.969697,0.030303,0.939394,0.484848,0.515152,-0.030303,0.833333,0.166667,0.666667,0.969697,0.030303,0.939394,0.484848,0.515152,-0.030303,0.833333,0.166667,0.666667,85,82.5,0,88.75,85,83.75,86.25,98.75,51.25,82.5,63.75,100,98.75,50,96.25,50,100,96.25,98.75,97.5,78.75,50
0.490741,0.129032,0,0.542712,0.258065,0.053435,0.847222,0.064516,0.712963,0.824074,0.129032,0.425926,0.824074,0.129032,0.425926,0.824074,0.129032,0.425926,0.944444,0.064516,0.763359,0.490741,0.129032,0,0.856481,0.064516,0.712963,0.944444,0.064516,0.763359,0.490741,0.129032,0,0.856481,0.064516,0.712963,0.944444,0.064516,0.763359,0.490741,0.129032,0,0.856481,0.064516,0.712963,90,85,0,90,90,87.5,90,95,85,87.5,85,90,95,95,92.5,87.5,95,92.5,95,85,87.5,87.5
0.571717,0.42,0.144603,0.752323,0.27,0.462151,0.685859,0.26,0.463918,0.69899,0.34,0.326733,0.69899,0.34,0.326733,0.69899,0.34,0.326733,0.692525,0.33,0.342629,0.773939,0.21,0.578313,0.656566,0.34,0.313131,0.692525,0.33,0.342629,0.773939,0.21,0.578313,0.656566,0.34,0.313131,0.692525,0.33,0.342629,0.773939,0.21,0.578313,0.656566,0.34,0.313131,77.037037,74.074074,0,71.111111,68.148148,74.074074,73.333333,75.555556,65.925926,62.222222,67.407407,77.037037,74.074074,74.814815,74.814815,55.555556,72.592593,72.592593,75.555556,77.037037,67.407407,71.111111
0.934498,0.060086,0.865424,0.988757,0.030043,0.934217,0.890938,0.134478,0.721008,0.964191,0.064378,0.858762,0.964191,0.064378,0.858762,0.964191,0.064378,0.858762,0.967634,0.067239,0.851617,0.965908,0.060086,0.867012,0.91034,0.110157,0.754012,0.967634,0.067239,0.851617,0.965908,0.060086,0.867012,0.91034,0.110157,0.754012,0.967634,0.067239,0.851617,0.965908,0.060086,0.867012,0.91034,0.110157,0.754012,97.294686,96.908213,0,90.917874,96.811594,94.009662,96.038647,94.782609,65.700483,94.396135,73.913043,91.207729,94.10628,92.173913,94.299517,65.700483,89.275362,95.169082,94.782609,95.748792,92.270531,92.94686
0.728,0.272,0.456,0.914688,0.176,0.648,0.71952,0.272,0.456,0.830528,0.2,0.6,0.830528,0.2,0.6,0.830528,0.2,0.6,0.768,0.2,0.6,0.799552,0.22,0.56,0.732,0.268,0.464,0.768,0.2,0.6,0.799552,0.22,0.56,0.732,0.268,0.464,0.768,0.2,0.6,0.799552,0.22,0.56,0.732,0.268,0.464,75,81.111111,0,78.888889,78.888889,76.111111,75.833333,76.111111,74.166667,72.222222,70,74.722222,76.944444,67.777778,76.944444,50,71.944444,79.166667,77.222222,85,72.222222,80.277778
0.740667,0.106667,0.469678,0.90481,0.104444,0.329635,0.600552,0.122222,0,0.769137,0.106667,0.203833,0.769137,0.106667,0.203833,0.769137,0.106667,0.203833,0.890794,0.091111,0.472103,0.895627,0.084444,0.515443,0.757814,0.095556,0.520921,0.890794,0.091111,0.472103,0.895627,0.084444,0.515443,0.757814,0.095556,0.520921,0.890794,0.091111,0.472103,0.895627,0.084444,0.515443,0.757814,0.095556,0.520921,91.060606,91.515152,0,91.969697,91.363636,91.818182,91.818182,91.818182,89.242424,88.787879,90.757576,91.212121,91.515152,88.636364,91.363636,88.636364,88.636364,91.060606,91.818182,90.30303,90,91.818182
0.762685,0.265306,0.494927,0.863308,0.313776,0.476624,0.837717,0.32398,0.434286,0.902942,0.193878,0.631419,0.902942,0.193878,0.631419,0.902942,0.193878,0.631419,0.888043,0.193878,0.631766,0.849141,0.232143,0.567722,0.832602,0.206633,0.618796,0.888043,0.193878,0.631766,0.849141,0.232143,0.567722,0.832602,0.206633,0.618796,0.888043,0.193878,0.631766,0.849141,0.232143,0.567722,0.832602,0.206633,0.618796,66.548673,70.265487,0,79.292035,81.061947,0,75.575221,78.230088,0,73.80531,81.061947,75.752212,78.584071,79.823009,81.59292,63.716814,67.079646,83.185841,80.353982,86.548673,83.539823,81.061947
0.865477,0.065263,0.710554,0.942024,0.061053,0.705089,0.692081,0.134737,0,0.935979,0.067368,0.676981,0.935979,0.067368,0.676981,0.935979,0.067368,0.676981,0.883896,0.067368,0.676981,0.935979,0.067368,0.676981,0.816473,0.077895,0.654532,0.883896,0.067368,0.676981,0.935979,0.067368,0.676981,0.816473,0.077895,0.654532,0.883896,0.067368,0.676981,0.935979,0.067368,0.676981,0.816473,0.077895,0.654532,92.428571,92,0,94.714286,94,95.428571,95.428571,93.714286,87.857143,93.142857,90.142857,94,94.285714,87.142857,93.857143,87.142857,87.142857,92.857143,93.714286,92.714286,92.571429,93.428571
0.570627,0.428,0.141362,0.666159,0.374,0.24723,0.72487,0.272,0.45179,0.821749,0.22,0.55539,0.821749,0.22,0.55539,0.821749,0.22,0.55539,0.817251,0.188,0.622841,0.807557,0.204,0.589953,0.620662,0.38,0.240583,0.817251,0.188,0.622841,0.807557,0.204,0.589953,0.620662,0.38,0.240583,0.817251,0.188,0.622841,0.807557,0.204,0.589953,0.620662,0.38,0.240583,79.727891,63.537415,0,61.904762,61.22449,58.503401,60.272109,62.312925,57.687075,54.013605,60.680272,80.136054,82.312925,74.557823,81.496599,52.380952,72.92517,83.129252,83.265306,81.904762,65.306122,83.129252
0.836323,0.082105,0.625372,0.915142,0.071579,0.595421,0.673081,0.128421,0,0.913875,0.054737,0.748452,0.913875,0.054737,0.748452,0.913875,0.054737,0.748452,0.854973,0.056842,0.736885,0.913519,0.056842,0.736885,0.805001,0.094737,0.579737,0.854973,0.056842,0.736885,0.913519,0.056842,0.736885,0.805001,0.094737,0.579737,0.854973,0.056842,0.736885,0.913519,0.056842,0.736885,0.805001,0.094737,0.579737,92,91.714286,0,93.857143,95,93,93,93.285714,87.714286,92.142857,91,95.285714,94.714286,87.857143,94.142857,87.857143,87.857143,95.571429,93.428571,92.571429,91.857143,93.857143
0.582828,0.41,0.166667,0.504646,0.48,0.034205,0.524646,0.47,0.016736,0.489899,0.45,0,0.489899,0.45,0,0.489899,0.45,0,0.624242,0.38,0.229209,0.489899,0.45,0,0.659596,0.33,0.32377,0.624242,0.38,0.229209,0.489899,0.45,0,0.659596,0.33,0.32377,0.624242,0.38,0.229209,0.489899,0.45,0,0.659596,0.33,0.32377,55.555556,60,0,51.851852,62.962963,57.037037,60,59.259259,58.518519,62.222222,65.925926,55.555556,71.851852,68.888889,67.407407,55.555556,54.814815,73.333333,61.481481,70.37037,66.666667,62.962963
0.550481,0.44,0.10207,0.698082,0.376,0.239827,0.715005,0.268,0.463588,0.806795,0.2,0.600613,0.806795,0.2,0.600613,0.806795,0.2,0.600613,0.832343,0.18,0.641377,0.737097,0.256,0.477568,0.518087,0.484,0.035703,0.832343,0.18,0.641377,0.737097,0.256,0.477568,0.518087,0.484,0.035703,0.832343,0.18,0.641377,0.737097,0.256,0.477568,0.518087,0.484,0.035703,81.111111,65.277778,0,62.777778,63.055556,63.055556,61.666667,63.888889,58.333333,57.222222,58.055556,79.166667,83.333333,74.722222,75.833333,55.555556,70.277778,83.055556,79.166667,75.555556,66.388889,80.277778
0.893024,0.099062,0.785094,0.941336,0.105318,0.766521,0.903113,0.115746,0.760081,0.934441,0.082377,0.820837,0.934441,0.082377,0.820837,0.934441,0.082377,0.820837,0.925148,0.091762,0.800803,0.95136,0.088634,0.809158,0.897637,0.093848,0.796276,0.925148,0.091762,0.800803,0.95136,0.088634,0.809158,0.897637,0.093848,0.796276,0.925148,0.091762,0.800803,0.95136,0.088634,0.809158,0.897637,0.093848,0.796276,91.478873,90,0,92.464789,92.042254,91.830986,91.830986,92.394366,65.84507,91.056338,74.43662,91.338028,92.183099,88.802817,91.619718,64.084507,88.732394,91.197183,92.323944,92.887324,90.140845,91.338028
0.906385,0.0944,0.811222,0.663379,0.392,0.218251,0.713062,0.2864,0.426032,1,0,1,1,0,1,1,0,1,0.976467,0.0368,0.926431,0.973615,0.0416,0.916786,0.937481,0.0624,0.875163,0.976467,0.0368,0.926431,0.973615,0.0416,0.916786,0.937481,0.0624,0.875163,0.976467,0.0368,0.926431,0.973615,0.0416,0.916786,0.937481,0.0624,0.875163,99.891892,60.648649,0,61.837838,85.837838,62.378378,61.081081,61.513514,67.243243,91.459459,91.459459,100,98.27027,100,99.135135,50.27027,73.621622,98.054054,98.702703,98.054054,95.783784,92.324324
0.684028,0.305556,0.385093,0.806944,0.268519,0.464066,0.701389,0.305556,0.366738,0.676389,0.342593,0.307692,0.676389,0.342593,0.307692,0.676389,0.342593,0.307692,0.701389,0.305556,0.366738,0.671701,0.37037,0.253112,0.649306,0.37963,0.245399,0.701389,0.305556,0.366738,0.671701,0.37037,0.253112,0.649306,0.37963,0.245399,0.701389,0.305556,0.366738,0.671701,0.37037,0.253112,0.649306,0.37963,0.245399,72.666667,74,0,72,71.333333,71.333333,72,73.333333,66,66,71.333333,71.333333,66.666667,66.666667,73.333333,56.666667,69.333333,70.666667,72,72,65.333333,60.666667
0.652266,0.348,0.304356,0.87404,0.2,0.599616,0.648361,0.372,0.2579,0.753584,0.328,0.342021,0.753584,0.328,0.342021,0.753584,0.328,0.342021,0.694956,0.288,0.423447,0.71627,0.344,0.310278,0.631976,0.368,0.263953,0.694956,0.288,0.423447,0.71627,0.344,0.310278,0.631976,0.368,0.263953,0.694956,0.288,0.423447,0.71627,0.344,0.310278,0.631976,0.368,0.263953,74.444444,82.222222,0,76.944444,79.166667,76.388889,78.055556,78.055556,73.888889,61.944444,57.5,73.611111,72.222222,58.611111,76.944444,50,65.555556,73.055556,76.944444,81.388889,69.444444,72.777778
0.34125,0.916667,-0.375,0.617917,0.533333,0.2,0.632917,0.583333,0.125,0.599375,0.516667,0.225,0.599375,0.516667,0.225,0.599375,0.516667,0.225,0.5925,0.533333,0.2,0.524167,0.65,0.025,0.517292,0.616667,0.075,0.5925,0.533333,0.2,0.524167,0.65,0.025,0.517292,0.616667,0.075,0.5925,0.533333,0.2,0.524167,0.65,0.025,0.517292,0.616667,0.075,18.666667,54.666667,0,60,37.333333,0,26.666667,60,0,1.333333,34.666667,25.333333,56,58.666667,54.666667,33.333333,44,50.666667,52,32,28,44
0.52274,0.475831,0.045533,0.569725,0.451662,0.096792,0.508879,0.495468,0.012345,0.502318,0.495468,0.001921,0.502318,0.495468,0.001921,0.502318,0.495468,0.001921,0.48665,0.504532,-0.014248,0.521296,0.481873,0.038097,0.513149,0.484894,0.026355,0.48665,0.504532,-0.014248,0.521296,0.481873,0.038097,0.513149,0.484894,0.026355,0.48665,0.504532,-0.014248,0.521296,0.481873,0.038097,0.513149,0.484894,0.026355,52.040816,53.265306,55.204082,56.326531,54.897959,54.693878,55.102041,53.367347,55.714286,49.183673,50.204082,52.040816,52.55102,48.979592,51.530612,52.040816,50.102041,51.428571,53.367347,51.22449,48.979592,49.591837
0.786188,0.217822,0.56087,0.901054,0.161716,0.673786,0.739877,0.250825,0.495531,0.777712,0.231023,0.532036,0.777712,0.231023,0.532036,0.777712,0.231023,0.532036,0.755138,0.250825,0.494934,0.703404,0.280528,0.432096,0.701383,0.30033,0.394173,0.755138,0.250825,0.494934,0.703404,0.280528,0.432096,0.701383,0.30033,0.394173,0.755138,0.250825,0.494934,0.703404,0.280528,0.432096,0.701383,0.30033,0.394173,82.045455,82.5,0,83.409091,78.409091,81.818182,81.136364,82.954545,65.227273,76.818182,75,71.363636,72.272727,71.136364,76.818182,54.545455,71.363636,73.863636,82.954545,79.318182,72.5,75.909091
0.620971,0.38,0.237866,0.76377,0.25,0.488543,0.809262,0.17,0.652209,0.842921,0.21,0.582339,0.842921,0.21,0.582339,0.842921,0.21,0.582339,0.820073,0.2,0.592003,0.731742,0.31,0.335334,0.70563,0.29,0.41009,0.820073,0.2,0.592003,0.731742,0.31,0.335334,0.70563,0.29,0.41009,0.820073,0.2,0.592003,0.731742,0.31,0.335334,0.70563,0.29,0.41009,81.481481,80,0,64.444444,68.148148,65.185185,71.111111,78.518519,70.37037,52.592593,71.111111,80.740741,79.259259,75.555556,72.592593,59.259259,80.740741,76.296296,78.518519,85.185185,65.925926,80.740741
0.739737,0.448845,0.255394,0.805382,0.432343,0.301696,0.700912,0.478548,0.128291,0.701244,0.445545,0.186116,0.701244,0.445545,0.186116,0.701244,0.445545,0.186116,0.684195,0.445545,0.18257,0.71248,0.432343,0.220866,0.700349,0.452145,0.243246,0.684195,0.445545,0.18257,0.71248,0.432343,0.220866,0.700349,0.452145,0.243246,0.684195,0.445545,0.18257,0.71248,0.432343,0.220866,0.700349,0.452145,0.243246,62.650602,62.891566,0,60.240964,53.73494,0,63.13253,61.686747,0,56.86747,59.277108,57.831325,57.590361,55.903614,59.277108,57.831325,55.903614,56.86747,61.686747,54.939759,54.698795,59.277108
0.752,0.248,0.504,0.918528,0.172,0.656,0.624192,0.4,0.2,0.731488,0.32,0.36,0.731488,0.32,0.36,0.731488,0.32,0.36,0.742432,0.308,0.384,0.701504,0.296,0.408,0.704,0.296,0.408,0.742432,0.308,0.384,0.701504,0.296,0.408,0.704,0.296,0.408,0.742432,0.308,0.384,0.701504,0.296,0.408,0.704,0.296,0.408,72.222222,82.222222,0,80.277778,85.277778,80.277778,78.055556,79.166667,80,77.5,75,70.555556,72.5,53.888889,74.444444,50,59.166667,75.833333,78.055556,79.444444,77.777778,72.222222
0.799147,0.201449,0.594643,0.890852,0.221739,0.537473,0.85979,0.144928,0.711618,0.892993,0.168116,0.658092,0.892993,0.168116,0.658092,0.892993,0.168116,0.658092,0.839426,0.184058,0.629637,0.876859,0.153623,0.691967,0.800414,0.201449,0.593074,0.839426,0.184058,0.629637,0.876859,0.153623,0.691967,0.800414,0.201449,0.593074,0.839426,0.184058,0.629637,0.876859,0.153623,0.691967,0.800414,0.201449,0.593074,86.372549,77.647059,0,84.705882,82.156863,84.607843,84.607843,85.294118,64.215686,80.882353,79.313725,85.490196,84.313725,84.901961,84.901961,55.392157,84.901961,85.784314,85,87.156863,79.019608,85
0.798148,0.234043,0.542073,0.858983,0.191489,0.610856,0.80463,0.170213,0.664884,0.776852,0.212766,0.575812,0.776852,0.212766,0.575812,0.776852,0.212766,0.575812,0.874074,0.191489,0.620628,0.874074,0.191489,0.620628,0.77037,0.234043,0.530427,0.874074,0.191489,0.620628,0.874074,0.191489,0.620628,0.77037,0.234043,0.530427,0.874074,0.191489,0.620628,0.874074,0.191489,0.620628,0.77037,0.234043,0.530427,90,83.333333,83.333333,81.666667,81.666667,78.333333,81.666667,81.666667,58.333333,85,86.666667,93.333333,81.666667,80,86.666667,58.333333,86.666667,86.666667,78.333333,90,83.333333,86.666667
0.848664,0.150794,0.698032,0.885444,0.210317,0.580053,0.995968,0.003968,0.99206,0.996094,0.003968,0.992062,0.996094,0.003968,0.992062,0.996094,0.003968,0.992062,0.996094,0.003968,0.992062,0.995968,0.003968,0.99206,0.928931,0.071429,0.857215,0.996094,0.003968,0.992062,0.995968,0.003968,0.99206,0.928931,0.071429,0.857215,0.996094,0.003968,0.992062,0.995968,0.003968,0.99206,0.928931,0.071429,0.857215,85.479452,75.342466,72.60274,96.712329,97.534247,94.246575,92.328767,99.726027,63.835616,85.205479,85.479452,99.726027,99.726027,99.452055,99.726027,50.684932,99.726027,99.726027,99.726027,99.452055,98.356164,99.452055
0.0625,0.96875,-0.9375,0.291016,0.625,-0.25,0.375,0.625,-0.25,0.375,0.625,-0.25,0.375,0.625,-0.25,0.375,0.625,-0.25,0.375,0.625,-0.25,0.5,0.5,0,0.25,0.75,-0.5,0.375,0.625,-0.25,0.5,0.5,0,0.25,0.75,-0.5,0.375,0.625,-0.25,0.5,0.5,0,0.25,0.75,-0.5,13.333333,13.333333,0,16.666667,53.333333,16.666667,16.666667,40,36.666667,0,0,13.333333,40,16.666667,13.333333,50,16.666667,20,40,0,3.333333,50
0.591583,0.4,0.185601,0.715838,0.31,0.375242,0.66006,0.332,0.321419,0.878944,0.144,0.708431,0.878944,0.144,0.708431,0.878944,0.144,0.708431,0.810685,0.178,0.642834,0.854535,0.194,0.611577,0.696734,0.302,0.39336,0.810685,0.178,0.642834,0.854535,0.194,0.611577,0.696734,0.302,0.39336,0.810685,0.178,0.642834,0.854535,0.194,0.611577,0.696734,0.302,0.39336,82.176871,69.115646,0,65.986395,69.387755,67.07483,67.482993,72.108844,64.489796,61.768707,63.265306,85.578231,85.170068,69.52381,82.993197,53.741497,68.29932,83.945578,85.034014,86.258503,76.870748,84.897959
0.65,0.304688,0.309098,0.808396,0.24349,0.451294,0.712739,0.273438,0.385441,0.751045,0.248698,0.435555,0.751045,0.248698,0.435555,0.751045,0.248698,0.435555,0.75894,0.276042,0.361526,0.765944,0.268229,0.408648,0.631194,0.335938,0.261935,0.75894,0.276042,0.361526,0.765944,0.268229,0.408648,0.631194,0.335938,0.261935,0.75894,0.276042,0.361526,0.765944,0.268229,0.408648,0.631194,0.335938,0.261935,73.859649,77.280702,61.491228,78.245614,74.649123,77.45614,77.631579,77.280702,67.105263,68.333333,69.912281,73.070175,75.526316,72.807018,74.736842,65.350877,73.070175,73.859649,77.280702,75.964912,70.350877,72.807018
0.585714,0.411765,0.167832,0.728571,0.254902,0.462287,0.669841,0.294118,0.330709,0.488095,0.411765,0,0.488095,0.411765,0,0.488095,0.411765,0,0.643651,0.352941,0.25,0.570635,0.372549,0.124661,0.645238,0.333333,0.296837,0.643651,0.352941,0.25,0.570635,0.372549,0.124661,0.645238,0.333333,0.296837,0.643651,0.352941,0.25,0.570635,0.372549,0.124661,0.645238,0.333333,0.296837,53.846154,58.461538,47.692308,69.230769,70.769231,69.230769,70.769231,73.846154,61.538462,64.615385,61.538462,53.846154,55.384615,47.692308,52.307692,61.538462,58.461538,55.384615,73.846154,66.153846,58.461538,52.307692
0.95252,0.075,0.84975,0.979671,0.083333,0.832916,0.911306,0.108333,0.784053,0.911306,0.108333,0.784053,0.911306,0.108333,0.784053,0.911306,0.108333,0.784053,0.921053,0.083333,0.832636,0.908521,0.1,0.799499,0.956976,0.041667,0.916248,0.921053,0.083333,0.832636,0.908521,0.1,0.799499,0.956976,0.041667,0.916248,0.921053,0.083333,0.832636,0.908521,0.1,0.799499,0.956976,0.041667,0.916248,90.30303,92.727273,0,95.757576,98.181818,95.151515,95.151515,95.151515,90.909091,93.939394,96.363636,90.30303,91.515152,91.515152,94.545455,51.515152,90.30303,92.121212,94.545455,95.151515,94.545455,91.515152
0.575,0.4,0.152542,0.61375,0.37,0.206009,0.6275,0.37,0.206009,0.675833,0.34,0.273504,0.675833,0.34,0.273504,0.675833,0.34,0.273504,0.732292,0.3,0.375,0.62,0.37,0.155251,0.695833,0.29,0.393305,0.732292,0.3,0.375,0.62,0.37,0.155251,0.695833,0.29,0.393305,0.732292,0.3,0.375,0.62,0.37,0.155251,0.695833,0.29,0.393305,64.285714,57.142857,0,58.571429,56.428571,59.285714,55,58.571429,59.285714,57.142857,60,65,64.285714,65.714286,72.142857,60.714286,60.714286,75,68.571429,75.714286,72.857143,67.857143
