DataId; RankerBuildTimes; KendallRankCorrelation; Loss; BestThreeLoss
1025.0; 101.0; 0.22077922077922077; 2.0338980000000078; 2.0338980000000078
2.0; 85.0; 0.37662337662337664; 11.406843999999992; 0.0
1026.0; 84.0; 0.4458874458874459; 0.46511599999999476; 0.46511599999999476
4.0; 85.0; 0.5844155844155844; 1.333332999999996; 1.333332999999996
7.0; 84.0; 0.021645021645021644; 10.344826999999995; 10.344826999999995
9.0; 91.0; 0.5151515151515151; 0.0; 0.0
10.0; 100.0; 0.3939393939393939; 7.6190480000000065; 1.4285720000000026
11.0; 79.0; 0.5238095238095238; 2.4043720000000093; 0.0
40971.0; 100.0; 0.48917748917748916; 0.0; 0.0
13.0; 85.0; 0.06493506493506493; 2.6506020000000063; 2.6506020000000063
15.0; 78.0; 0.5238095238095238; 0.38647400000000687; 0.0
1045.0; 77.0; 0.16017316017316016; 2.9268299999999954; 1.9512199999999922
40981.0; 101.0; -0.23809523809523808; NaN; NaN
1048.0; 100.0; 0.14285714285714285; 0.0; 0.0
25.0; 85.0; 0.3333333333333333; 0.0; 0.0
27.0; 85.0; 0.2813852813852814; 2.990653999999992; 2.990653999999992
29.0; 84.0; 0.47186147186147187; 2.5490190000000013; 1.7647060000000039
1054.0; 82.0; -0.09090909090909091; 0.0; 0.0
31.0; 78.0; 0.47186147186147187; 0.0; 0.0
1055.0; 100.0; -0.0735930735930736; 4.166667000000004; 0.8333340000000078
34.0; 85.0; -0.15151515151515152; 4.799999999999997; 4.0
40994.0; 78.0; -0.2987012987012987; NaN; NaN
35.0; 85.0; 0.47186147186147187; 1.5841580000000022; 0.9900990000000007
1059.0; 80.0; 0.1774891774891775; 1.818181999999993; 0.0
1060.0; 84.0; 0.2987012987012987; 1.25; 1.25
37.0; 84.0; 0.5151515151515151; 0.614034999999987; 0.0
1061.0; 85.0; 0.12554112554112554; 0.0; 0.0
1062.0; 85.0; 0.12554112554112554; 10.0; 7.5
39.0; 83.0; 0.7316017316017316; 0.851064000000008; 0.0
1063.0; 74.0; 0.3852813852813853; 0.0; 0.0
40.0; 84.0; 0.2554112554112554; 17.0; 6.0
1064.0; 78.0; -0.09956709956709957; 5.18518499999999; 0.0
41.0; 85.0; 0.5844155844155844; 0.0; 0.0
1065.0; 84.0; 0.1774891774891775; 1.0447759999999988; 0.29850700000000074
42.0; 78.0; 0.0735930735930736; 1.5384619999999956; 1.5384619999999956
1066.0; 83.0; 0.26406926406926406; 0.4878049999999945; 0.4878049999999945
43.0; 85.0; -0.05627705627705628; 8.539326000000003; 1.7977530000000002
1071.0; 82.0; 0.047619047619047616; 1.186441000000002; 1.186441000000002
48.0; 85.0; 0.4805194805194805; 3.902439000000001; 3.4146339999999995
49.0; 84.0; 0.7489177489177489; 3.863636999999997; 1.1363640000000004
1073.0; 78.0; 0.19480519480519481; 6.75; 1.25
50.0; 74.0; 0.0735930735930736; 29.507042000000013; 29.507042000000013
51.0; 101.0; 0.5238095238095238; 4.235293999999996; 4.235293999999996
1075.0; 83.0; 0.11688311688311688; 0.0; 0.0
52.0; 69.0; 0.2987012987012987; 20.0; 10.0
53.0; 132.0; 0.47186147186147187; 2.0253159999999895; 0.25316399999999817
54.0; 116.0; 0.5497835497835498; 0.0; 0.0
55.0; 84.0; 0.3246753246753247; 2.325581999999997; 0.0
56.0; 116.0; -0.2727272727272727; 7.5; 7.5
4153.0; 85.0; 0.5064935064935064; 0.8333329999999961; 0.8333329999999961
59.0; 84.0; 0.5064935064935064; 0.0; 0.0
61.0; 78.0; 0.4805194805194805; 1.9047620000000052; 0.0
62.0; 100.0; 0.3246753246753247; 6.9565219999999925; 0.0
1100.0; 81.0; 0.004329004329004329; 7.142856999999999; 4.142856999999999
1115.0; 85.0; 0.19480519480519481; 39.024390000000004; 32.68292700000001
1117.0; 79.0; 0.46320346320346323; 0.0; 0.0
1121.0; 85.0; 0.43722943722943725; 0.0; 0.0
1167.0; 84.0; 0.18614718614718614; 2.365590999999995; 2.365590999999995
163.0; 78.0; 0.09090909090909091; 12.0; 12.0
164.0; 81.0; 0.42857142857142855; 0.0; 0.0
171.0; 84.0; 0.047619047619047616; 2.1686750000000004; 0.0
172.0; 81.0; 0.20346320346320346; 50.0; 30.0
186.0; 85.0; 0.30735930735930733; 1.0169489999999968; 1.0169489999999968
187.0; 85.0; 0.3939393939393939; 98.367347; 0.0
188.0; 100.0; 0.6103896103896104; 0.46511600000000897; 0.0
6332.0; 85.0; -0.012987012987012988; 4.15094400000001; 1.5094339999999988
4329.0; 101.0; 0.09090909090909091; 1.1510789999999957; 0.7194249999999869
4340.0; 84.0; 0.2813852813852814; 5.8928570000000065; 1.25
275.0; 78.0; 0.41125541125541126; 8.888888999999992; 7.777777999999991
276.0; 85.0; 0.15151515151515152; 6.315790000000007; 6.315790000000007
277.0; 84.0; 0.4458874458874459; 4.444444000000004; 4.444444000000004
278.0; 98.0; 0.4458874458874459; 3.333332999999996; 0.0
285.0; 104.0; 0.6623376623376623; 0.4000000000000057; 0.4000000000000057
307.0; 84.0; 0.2554112554112554; 2.167832000000004; 2.167832000000004
311.0; 85.0; 0.1774891774891775; 0.5755400000000037; 0.5035969999999992
327.0; 78.0; 0.5151515151515151; 1.739130000000003; 1.739130000000003
328.0; 85.0; 0.24675324675324675; 6.956521000000002; 0.8695650000000086
329.0; 85.0; 0.3333333333333333; 15.454545999999993; 15.454545999999993
333.0; 85.0; -0.08225108225108226; 25.121950999999996; 25.121950999999996
334.0; 85.0; -0.08225108225108226; 38.19209; 38.19209
335.0; 84.0; -0.06493506493506493; 2.4539879999999954; 2.4539879999999954
336.0; 78.0; 0.03896103896103896; 4.155844000000002; 4.155844000000002
337.0; 85.0; 0.14285714285714285; 11.568627000000006; 0.0
338.0; 85.0; 0.4805194805194805; 0.5; 0.5
339.0; 94.0; 0.2813852813852814; 13.333334; 13.333334
340.0; 84.0; 0.36796536796536794; 9.090910000000008; 9.090910000000008
342.0; 100.0; 0.341991341991342; 6.153845999999987; 6.153845999999987
343.0; 100.0; 0.4199134199134199; 11.25; 3.75
346.0; 116.0; -0.012987012987012988; 10.0; 10.0
374.0; 84.0; 0.8701298701298701; 75.0; 75.0
376.0; 103.0; 0.8701298701298701; 82.352941; 82.352941
377.0; 85.0; 0.3333333333333333; 1.264366999999993; 1.264366999999993
379.0; 85.0; 0.8701298701298701; 55.555556; 55.555556
380.0; 131.0; 0.8701298701298701; 71.428571; 71.428571
1412.0; 100.0; 0.3593073593073593; 0.0; 0.0
1413.0; 84.0; 0.4805194805194805; 1.9047620000000052; 0.0
1441.0; 74.0; 0.15151515151515152; 0.0; 0.0
1442.0; 78.0; 0.23809523809523808; 1.0958910000000088; 1.0958910000000088
1443.0; 85.0; 0.4199134199134199; 0.0; 0.0
1446.0; 85.0; 0.05627705627705628; 0.9302330000000012; 0.9302330000000012
