DataId; RankerBuildTimes; KendallRankCorrelation; Loss; RankerPredictTimes; BestThreeLoss
1025.0; 248.0; 0.1774891774891775; 1.6949150000000088; 0.0; 0.0
2.0; 216.0; 0.1774891774891775; 5.779466999999997; 0.0; 2.9657789999999977
1026.0; 201.0; 0.37662337662337664; 0.46511599999999476; 0.0; 0.46511599999999476
4.0; 201.0; 0.09956709956709957; 6.666665999999992; 0.0; 2.666665999999992
7.0; 195.0; -0.0735930735930736; 5.862069000000005; 0.0; 4.482758000000004
9.0; 212.0; 0.10822510822510822; 0.0; 0.0; 0.0
10.0; 207.0; 0.16883116883116883; 4.28571500000001; 0.0; 3.333334000000008
11.0; 216.0; -0.09090909090909091; 16.065574000000012; 0.0; 1.2021860000000117
40971.0; 217.0; 0.24675324675324675; 0.0; 0.0; 0.0
13.0; 203.0; 0.012987012987012988; 8.433734999999999; 0.0; 2.6506020000000063
15.0; 216.0; 0.16017316017316016; 0.0; 0.0; 0.0
1045.0; 201.0; 0.1341991341991342; 1.9512199999999922; 0.0; 1.9512199999999922
40981.0; 213.0; 0.09956709956709957; NaN; 0.0; NaN
1048.0; 202.0; -0.0735930735930736; 6.111110999999994; 0.0; 4.444443999999997
25.0; 200.0; 0.2987012987012987; 0.0; 0.0; 0.0
27.0; 201.0; 0.05627705627705628; 4.859813000000003; 0.0; 4.859813000000003
29.0; 206.0; 0.14285714285714285; 1.7647060000000039; 0.0; 1.7647060000000039
1054.0; 200.0; -0.19480519480519481; 2.6666669999999897; 0.0; 1.333332999999996
31.0; 200.0; 0.18614718614718614; 3.7583899999999915; 0.0; 0.7382549999999952
1055.0; 201.0; -0.29004329004329005; 3.333334000000008; 0.0; 0.8333340000000078
34.0; 199.0; 0.021645021645021644; 12.799999999999997; 0.0; 0.0
40994.0; 200.0; -0.021645021645021644; NaN; 0.0; NaN
35.0; 216.0; -0.047619047619047616; 1.5841580000000022; 0.0; 0.7920790000000011
1059.0; 216.0; 0.09090909090909091; 1.818181999999993; 0.0; 0.0
1060.0; 192.0; 0.03896103896103896; 3.75; 0.0; 3.75
37.0; 200.0; 0.2727272727272727; 2.719297999999995; 0.0; 0.9649119999999982
1061.0; 219.0; -0.14285714285714285; 2.666665999999992; 0.0; 1.333332999999996
1062.0; 216.0; -0.15151515151515152; 7.5; 0.0; 7.5
39.0; 204.0; 0.09090909090909091; 2.5531919999999957; 0.0; 2.127660000000006
1063.0; 200.0; 0.20346320346320346; 2.077922000000001; 0.0; 0.3896100000000047
40.0; 200.0; -0.012987012987012988; 6.0; 0.0; 6.0
1064.0; 213.0; -0.030303030303030304; 2.962962999999988; 0.0; 2.962962999999988
41.0; 214.0; 0.021645021645021644; 10.181817999999993; 0.0; 10.181817999999993
1065.0; 211.0; -0.22077922077922077; 3.5820889999999963; 0.0; 3.5820889999999963
42.0; 201.0; -0.047619047619047616; 1.5384619999999956; 0.0; 0.0
1066.0; 201.0; -0.004329004329004329; 1.9512199999999922; 0.0; 0.4878049999999945
43.0; 197.0; 0.004329004329004329; 5.842696000000004; 0.0; 1.7977530000000002
1071.0; 216.0; 0.16017316017316016; 2.203389999999999; 0.0; 0.50847499999999
48.0; 201.0; -0.20346320346320346; 9.756096999999997; 0.0; 9.756096999999997
49.0; 216.0; -0.11688311688311688; 6.818182000000007; 0.0; 6.818182000000007
1073.0; 205.0; 0.14285714285714285; 1.25; 0.0; 1.25
50.0; 201.0; -0.08225108225108226; 24.788733000000008; 0.0; 0.0
51.0; 201.0; 0.3939393939393939; 0.4705890000000039; 0.0; 0.0
