DataId; RankerBuildTimes; KendallRankCorrelation; Loss; RootMeanSquareError; RankerPredictTimes; BestThreeLoss
1025.0; 9877.0; 0.29004329004329005; 0.0; 4.449097451746785; 14.0; 0.0
2.0; 6810.0; 0.4805194805194805; 10.950569999999999; 22.839213343218496; 3.0; 3.346007
1026.0; 6693.0; 0.4458874458874459; 6.9767439999999965; 3.240275952254695; 3.0; 0.0
4.0; 7502.0; 0.645021645021645; 1.333332999999996; 9.862948489596162; 3.0; 1.333332999999996
7.0; 6520.0; 0.5844155844155844; 5.862069000000005; 5.408692389815448; 3.0; 4.827585999999997
9.0; 7042.0; 0.8528138528138528; 0.0; 4.493457072311331; 2.0; 0.0
10.0; 6423.0; 0.670995670995671; 5.238095999999999; 6.104332444197303; 3.0; 1.4285720000000026
11.0; 6635.0; 0.6277056277056277; 10.491804000000002; 9.917444392845708; 3.0; 1.2021860000000117
40971.0; 6656.0; 0.7489177489177489; 0.0; 17.965703590881446; 2.0; 0.0
13.0; 6674.0; 0.18614718614718614; 8.433734999999999; 2.8846062931609544; 4.0; 2.6506020000000063
15.0; 6472.0; 0.5844155844155844; 1.3526570000000078; 8.933239762321953; 3.0; 0.5797110000000032
1045.0; 6937.0; 0.29004329004329005; 1.9512199999999922; 7.1028761844473145; 2.0; 0.9756100000000032
40981.0; 6439.0; -0.2813852813852814; NaN; NaN; 3.0; NaN
1048.0; 6517.0; 0.41125541125541126; 0.0; 5.35914266549954; 3.0; 0.0
25.0; 6861.0; 0.670995670995671; 0.0; 5.746323844983218; 3.0; 0.0
27.0; 6441.0; 0.7142857142857143; 0.0; 2.3286020870125475; 3.0; 0.0
29.0; 6508.0; 0.4458874458874459; 1.7647060000000039; 1.9847559942314055; 3.0; 1.7647060000000039
1054.0; 6771.0; 0.1341991341991342; 2.6666669999999897; 7.205156125380511; 3.0; 2.6666669999999897
31.0; 6435.0; 0.5844155844155844; 0.8053689999999989; 1.9499420048284304; 3.0; 0.0
1055.0; 6517.0; 0.4025974025974026; 0.0; 4.589160507509852; 3.0; 0.0
34.0; 6981.0; 0.6017316017316018; 0.0; 9.524381068485717; 3.0; 0.0
40994.0; 6472.0; -0.22943722943722944; NaN; NaN; 3.0; NaN
35.0; 6543.0; 0.5930735930735931; 1.3861380000000025; 13.343661615819155; 3.0; 0.7920790000000011
1059.0; 6538.0; 0.21212121212121213; 0.0; 6.40571370807264; 3.0; 0.0
1060.0; 6701.0; 0.46320346320346323; 2.5; 11.98296548803812; 3.0; 0.0
37.0; 6445.0; 0.7316017316017316; 0.614034999999987; 1.869600664204632; 3.0; 0.08771899999999277
1061.0; 6563.0; 0.24675324675324675; 2.666665999999992; 8.894890611192613; 3.0; 0.6666659999999922
1062.0; 6548.0; 0.11688311688311688; 7.5; 9.257862544729015; 3.0; 5.0
39.0; 6600.0; 0.7316017316017316; 2.5531919999999957; 2.490425393545694; 2.0; 0.851064000000008
1063.0; 6592.0; 0.4025974025974026; 2.077922000000001; 11.204701505679793; 3.0; 0.0
40.0; 6559.0; 0.6190476190476191; 6.0; 8.226970470603291; 3.0; 4.0
1064.0; 6565.0; 0.15151515151515152; 4.44444399999999; 6.723389434056004; 3.0; 0.0
41.0; 6702.0; 0.7142857142857143; 0.0; 4.227409556791027; 2.0; 0.0
1065.0; 6547.0; 0.6277056277056277; 0.29850700000000074; 5.443701635121593; 2.0; 0.0
42.0; 6570.0; 0.6536796536796536; 0.329669999999993; 11.186702100979439; 4.0; 0.0
1066.0; 7048.0; 0.3852813852813853; 1.9512199999999922; 4.345088011251788; 3.0; 0.4878049999999945
43.0; 7330.0; 0.10822510822510822; 2.247191000000001; 3.0381298975261; 3.0; 1.7977530000000002
1071.0; 7613.0; 0.5930735930735931; 1.186441000000002; 2.890188451639186; 3.0; 0.0
48.0; 8613.0; 0.36796536796536794; 3.902439000000001; 10.88533458046825; 3.0; 3.902439000000001
49.0; 7887.0; 0.7056277056277056; 0.22727300000001094; 22.23238563635821; 3.0; 0.0
1073.0; 8599.0; 0.41125541125541126; 1.25; 3.2259940533425975; 4.0; 1.25
50.0; 8330.0; 0.37662337662337664; 4.436620000000005; 12.102614970924998; 4.0; 0.07042300000000523
51.0; 8331.0; 0.6883116883116883; 0.0; 21.927956913198493; 3.0; 0.0
1075.0; 8322.0; 0.4025974025974026; 0.0; 4.712596428399763; 3.0; 0.0
52.0; 8077.0; 0.03896103896103896; 40.0; 21.69412697689043; 2.0; 10.0
53.0; 11913.0; 0.5064935064935064; 1.7721519999999913; 7.991041989321652; 4.0; 0.759492999999992
54.0; 12646.0; 0.7316017316017316; 7.7419359999999955; 7.15766522766762; 3.0; 0.0
55.0; 12676.0; 0.2813852813852814; 2.325581999999997; 3.50526941654988; 4.0; 0.0
56.0; 11482.0; 0.2987012987012987; 0.0; 4.903147891056576; 3.0; 0.0
4153.0; 11025.0; 0.7316017316017316; 0.8333329999999961; 13.415832265773762; 3.0; 0.0
59.0; 10513.0; 0.6623376623376623; 3.7254899999999935; 6.952534465851151; 2.0; 0.0
61.0; 10279.0; 0.6277056277056277; 0.0; 3.769503925094358; 3.0; 0.0
62.0; 10479.0; 0.5151515151515151; 3.478260999999989; 8.605416881920315; 2.0; 3.478260999999989
1100.0; 10312.0; 0.16017316017316016; 7.571429000000002; 8.415051383164025; 3.0; 3.571429000000002
1115.0; 10257.0; 0.26406926406926406; 34.634147000000006; 16.971108754039808; 2.0; 34.634147000000006
1117.0; 10655.0; 0.3852813852813853; 0.0; 8.761882305382727; 3.0; 0.0
1121.0; 10180.0; 0.24675324675324675; 0.0; 6.301309444652375; 2.0; 0.0
