@relation MetaDataOpenML

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute ClassEntropy numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute EquivalentNumberOfAtts numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxMutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanMutualInformation numeric
@attribute MeanNoiseToSignalRatio numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinAttributeEntropy numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinMutualInformation numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3MutualInformation numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.GaussianProcesses numeric
@attribute weka.classifiers.functions.LinearRegression numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLinearRegression numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.M5Rules numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.M5P numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
0.518072,?,?,?,0.841715,0.16,0.678022,0.841715,0.16,0.678022,0.841715,0.16,0.678022,0.998337,0.741003,0.244,0.507652,0.524,0.024,?,0.85416,0.152,0.695063,0.85416,0.152,0.695063,0.85416,0.152,0.695063,52.4,131,?,?,?,3692.300325,65772.421053,?,-1,60.780756,29164.753824,-1,?,?,69.741043,120.386577,?,?,-1,3.118122,50.696508,?,?,?,-1.999762,-52.936,?,-1,-3.804792,0,0.476,119,0.754121,0.292,0.412163,1,2,6,250,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.185471,-0,?,-0.014482,0.371461,?,0,0,?,0.126818,1,?,16.041761,0.405043,?,3.256185,1,0.888094,0.14,0.718595,0.888094,0.14,0.718595,0.888094,0.14,0.718595,0.84534,0.152,0.693884,0.84534,0.152,0.693884,0.84534,0.152,0.693884,?,?,-1,0.840015,0.16,0.679508,83.055556,69.166667,0,0,0,65.555556,85.555556,66.111111,67.5,0,68.055556,65.555556,82.5,86.388889,80.555556,84.444444,0,81.944444,87.5,52.777778,74.444444,86.666667,86.944444,0,88.333333,86.666667,84.166667
0.631579,?,?,?,0.562527,0.479167,0.041251,0.562527,0.479167,0.041251,0.562527,0.479167,0.041251,0.999687,0.58858,0.447917,0.103388,0.510417,0.052083,?,0.511724,0.447917,0.104167,0.511724,0.447917,0.104167,0.511724,0.447917,0.104167,51.041667,49,?,?,?,3692.300325,65772.421053,?,-1,60.780756,29164.753824,-1,?,?,69.302766,120.012048,?,?,-1,3.097637,50.407029,?,?,?,-1.999762,-52.936,?,-1,-3.804792,0,0.489583,47,0.696049,0.322917,0.355844,1,2,5,96,0,0,4,1,20,0,0,80,20,?,-1.185471,-0,?,-0.015029,0.371461,?,0,0,?,0.126818,1,?,15.98841,0.409622,?,3.254205,1,0.673686,0.3125,0.374185,0.673686,0.3125,0.374185,0.673686,0.3125,0.374185,0.678463,0.322917,0.355844,0.678463,0.322917,0.355844,0.678463,0.322917,0.355844,?,?,-1,0.657186,0.34375,0.313692,74.615385,73.076923,79.230769,0,0,72.307692,66.923077,71.538462,73.076923,0,76.923077,59.230769,62.307692,63.846154,74.615385,72.307692,0,75.384615,68.461538,50,74.615385,68.461538,73.076923,0,70,66.153846,70
0.481928,?,?,?,0.694011,0.324,0.351668,0.861127,0.212,0.572277,0.710301,0.288,0.421036,0.997043,0.694011,0.324,0.351668,0.532,0.204,?,0.741983,0.296,0.405565,0.741983,0.296,0.405565,0.741983,0.296,0.405565,53.2,133,?,?,?,3692.300325,65772.421053,?,-1,60.780756,29164.753824,-1,?,?,64.15749,111.252044,?,?,-1,2.871776,46.800677,?,?,?,-1.999762,-52.936,?,-1,-3.804792,0,0.468,117,0.863376,0.248,0.501447,1,2,51,250,0,0,50,1,1.960784,0,0,98.039216,1.960784,?,-1.191421,-0,?,-0.018548,0.414414,?,-0.111524,0,?,0.079671,1,?,14.556345,0.286473,?,3.083689,1,0.788092,0.264,0.472,0.788092,0.264,0.472,0.788092,0.264,0.472,0.619208,0.38,0.238049,0.619208,0.38,0.238049,0.619208,0.38,0.238049,?,?,-1,0.599383,0.4,0.198358,69.444444,74.722222,0,0,0,71.388889,74.166667,75,75.833333,0,81.944444,65.555556,60.277778,62.222222,68.333333,70.555556,0,59.722222,76.944444,52.777778,67.777778,71.944444,81.944444,0,75.833333,62.222222,71.666667
0.8125,?,?,?,0.797969,0.100478,0.723528,0.797969,0.100478,0.723528,0.797969,0.100478,0.723528,0.838497,0.818978,0.205742,0.526477,0.732057,0.033493,?,0.797969,0.100478,0.723528,0.797969,0.100478,0.723528,0.797969,0.100478,0.723528,73.205742,153,?,?,?,3692.300325,65772.421053,?,-1,60.780756,29164.753824,-1,?,?,63.711411,131.872329,?,?,-1,2.87357,69.460891,?,?,?,-1.999762,-52.936,?,-1,-3.804792,0,0.267943,56,0.970063,0.057416,0.85528,1,2,7,209,0,0,6,1,14.285714,0,0,85.714286,14.285714,?,-1.190762,-0,?,-0.016189,0.419231,?,-0.072638,0,?,0.093452,1,?,14.585462,0.336002,?,3.127319,1,0.765406,0.143541,0.612149,0.765406,0.143541,0.612149,0.765406,0.143541,0.612149,0.868464,0.076555,0.790634,0.868464,0.076555,0.790634,0.868464,0.076555,0.790634,?,?,-1,0.916083,0.066986,0.829248,95.254237,93.898305,76.949153,0,0,93.220339,93.220339,93.898305,91.525424,0,91.864407,45.084746,92.881356,91.186441,91.525424,93.220339,0,87.79661,93.559322,74.576271,91.186441,92.881356,93.220339,0,94.915254,93.559322,90.508475
0.785657,?,?,?,0.90732,0.152145,0.6883,0.90732,0.152145,0.6883,0.90732,0.152145,0.6883,0.983205,0.772506,0.246836,0.52129,0.576145,0.002982,?,0.851615,0.1432,0.70646,0.851615,0.1432,0.70646,0.851615,0.1432,0.70646,57.614545,7922,?,?,?,6871.5,65772.421053,?,-1,60.780756,29164.753824,-1,?,?,110.373602,124.6098,?,?,-1,2.466959,66.075413,?,?,?,-1.999762,-52.936,?,-1,-75.962778,0,0.423855,5828,0.845072,0.287782,0.371413,1,2,41,13750,0,0,40,1,2.439024,0,0,97.560976,2.439024,?,-1.187028,-0,?,-0.022059,0.322487,?,0,0,?,0.093669,1,?,14.585462,0.244462,?,2.797746,1,0.9268,0.139491,0.713914,0.9268,0.139491,0.713914,0.9268,0.139491,0.713914,0.788231,0.207855,0.575287,0.788231,0.207855,0.575287,0.788231,0.207855,0.575287,?,?,-1,0.821807,0.174182,0.643454,74.376516,71.499272,0,0,0,88.010674,87.496361,87.981562,88.321203,0,88.282387,55.283843,83.260553,79.757399,84.84231,87.355653,0,78.709364,84.827754,57.617661,75.453663,86.152353,88.418244,0,87.612809,80.203785,86.773411
0.569894,?,?,?,0.904888,0.099365,0.763118,0.904888,0.099365,0.763118,0.904888,0.099365,0.763118,0.884166,0.772584,0.161133,0.591328,0.697632,0.001587,?,0.894245,0.104248,0.747469,0.894245,0.104248,0.747469,0.894245,0.104248,0.747469,69.763184,5715,?,?,?,6871.5,1328125.959839,?,-1,60.780756,422019.426957,-1,?,?,109.834784,2310.383537,?,?,-1,2.509049,1151.076861,?,?,?,-1.999762,-52.936,?,-1,-75.962778,0,0.302368,2477,0.949595,0.109741,0.727636,1,2,13,8192,0,0,12,1,7.692308,0,0,92.307692,7.692308,?,-1.185391,-0,?,-0.021672,0.334134,?,0,0,?,0.098295,1,?,15.005862,0.337611,?,2.896036,1,0.938296,0.102051,0.750576,0.938296,0.102051,0.750576,0.938296,0.102051,0.750576,0.855765,0.119385,0.715457,0.855765,0.119385,0.715457,0.855765,0.119385,0.715457,?,?,-1,0.870024,0.105713,0.747054,87.266802,88.676171,77.572301,0,0,91.356415,91.535642,91.169043,90.761711,0,91.331976,78.020367,89.507128,79.307536,89.670061,90.753564,0,83.608961,90.509165,69.775967,83.657841,89.572301,91.446029,0,92.456212,88.537678,90.248473
0.536364,?,?,?,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.998536,0.691282,0.315315,0.380679,0.522523,0.036036,?,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,52.252252,58,?,?,?,6871.5,1328125.959839,?,-1,60.780756,422019.426957,-1,?,?,109.392458,2301.500887,?,?,-1,2.499676,1146.627434,?,?,?,-1.999762,-52.936,?,-1,-75.962778,0,0.477477,53,0.719258,0.315315,0.375703,1,2,4,111,0,0,3,1,25,0,0,75,25,?,-1.185173,-0,?,-0.022022,0.338228,?,0,0,?,0.09806,1,?,14.983166,0.360738,?,2.884126,1,0.703969,0.261261,0.484383,0.703969,0.261261,0.484383,0.703969,0.261261,0.484383,0.53676,0.459459,0.073941,0.53676,0.459459,0.073941,0.53676,0.459459,0.073941,?,?,-1,0.606864,0.387387,0.22554,68,69.333333,67.333333,0,0,70.666667,67.333333,71.333333,70,0,68.666667,64.666667,66.666667,63.333333,72,66,0,67.333333,72,53.333333,72,72,68.666667,0,64.666667,62.666667,67.333333
0.887637,?,?,?,0.72282,0.271001,0.457204,0.79965,0.270357,0.459004,0.683993,0.317026,0.365831,0.999953,0.72282,0.271001,0.457204,0.504023,0.002253,?,0.816469,0.215642,0.568455,0.816469,0.215642,0.568455,0.816469,0.215642,0.568455,50.402317,1566,?,?,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,?,?,108.535224,-119576.979603,?,?,-1,2.479998,16397.712947,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.495977,1541,0.803749,0.26907,0.462349,1,2,7,3107,0,0,6,1,14.285714,0,0,85.714286,14.285714,?,-1.183434,-0,?,-0.022047,0.341038,?,0,0,?,0.098624,1,?,14.78558,0.402858,?,2.86243,1,0.828193,0.21532,0.569213,0.828193,0.21532,0.569213,0.828193,0.21532,0.569213,0.739982,0.260058,0.47991,0.739982,0.260058,0.47991,0.739982,0.260058,0.47991,?,?,-1,0.765356,0.230126,0.53965,71.689989,72.744887,0,0,0,83.466093,85.209903,82.346609,78.751346,0,83.229279,50.376749,79.138859,55.715823,75.823466,79.827772,0,69.34338,80.365985,50.376749,71.948332,78.923574,84.82239,0,83.552207,77.287406,79.181916
0.5,?,?,?,0.779037,0.179487,0.596655,0.827731,0.179487,0.596655,0.822593,0.194872,0.565702,0.957679,0.779037,0.179487,0.596655,0.620513,0.061538,17.04956,0.747152,0.205128,0.547826,0.747152,0.205128,0.547826,0.747152,0.205128,0.547826,62.051282,121,2.534856,?,?,6871.5,1328125.959839,0.283048,6,60.780756,11475690.492291,1.407556,?,?,108.391384,-119418.098573,0.05617,24.05872,3.444444,2.47667,16375.951332,0.788151,?,?,-1.999762,-91638847.147731,0.004329,2,-75.962778,0,0.379487,74,0.848001,0.189744,0.58513,4,2,12,195,2,2,1,11,33.333333,1.025641,0.08547,8.333333,91.666667,0.921777,-1.183153,-0,0.008904,-0.023443,0.342484,1.414165,0,0,0.02719,0.098295,1,1.732955,14.767242,0.406462,0.059889,2.857474,1,0.762843,0.194872,0.568081,0.762843,0.194872,0.568081,0.762843,0.194872,0.568081,0.684945,0.307692,0.363369,0.684945,0.307692,0.363369,0.684945,0.307692,0.363369,?,?,1.424001,0.657527,0.287179,0.377139,81.785714,82.857143,0,0,0,73.928571,80.357143,78.214286,82.857143,0,83.571429,62.5,70.357143,72.142857,82.5,81.428571,0,62.142857,82.857143,62.5,84.285714,84.285714,83.571429,0,81.071429,66.785714,62.5
0.491803,?,?,?,0.513584,0.483871,0.032258,0.603971,0.370968,0.237433,0.559561,0.435484,0.108626,0.996995,0.513584,0.483871,0.032258,0.532258,0.129032,?,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,53.225806,33,?,?,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,?,?,107.483459,-118317.337062,?,?,-1,2.475009,16227.750426,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.467742,29,0.63065,0.370968,0.230852,1,2,8,62,7,8,7,1,12.5,11.290323,1.612903,87.5,12.5,?,-1.184755,-0,?,-0.021925,0.357952,?,0,0,?,0.101455,1,?,14.78558,0.490785,?,2.86243,1,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.620167,0.387097,0.209352,0.620167,0.387097,0.209352,0.620167,0.387097,0.209352,?,?,-1,0.622257,0.370968,0.247096,69.333333,68,0,0,0,65.333333,65.333333,66.666667,64,0,65.333333,46.666667,70.666667,56,68,68,0,62.666667,64,53.333333,70.666667,66.666667,64,0,60,50.666667,60
0.508509,?,?,?,0.855574,0.15,0.695617,0.855574,0.15,0.695617,0.855574,0.15,0.695617,0.989588,0.665998,0.317,0.357519,0.56,0.011,?,0.848693,0.144,0.707222,0.848693,0.144,0.707222,0.848693,0.144,0.707222,56,560,?,?,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,?,?,106.078381,-116780.748269,?,?,-1,2.445835,16017.013407,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.44,440,0.712812,0.338,0.316122,1,2,11,1000,0,0,10,1,9.090909,0,0,90.909091,9.090909,?,-1.185411,-0,?,-0.02053,0.369886,?,0,0,?,0.098624,1,?,14.581478,0.437686,?,2.805467,1,0.864907,0.177,0.637206,0.864907,0.177,0.637206,0.864907,0.177,0.637206,0.824838,0.173,0.649201,0.824838,0.173,0.649201,0.824838,0.173,0.649201,?,?,-1,0.724919,0.271,0.449947,80.671141,67.04698,0,0,0,67.785235,92.080537,66.979866,67.114094,0,67.315436,65.838926,72.416107,75.369128,84.563758,85.369128,0,73.959732,83.422819,56.040268,68.255034,87.04698,90.671141,0,90.201342,82.95302,85.637584
0.98436,?,?,?,0.757316,0.273438,0.453006,0.757316,0.273438,0.453006,0.757316,0.273438,0.453006,0.999975,0.7119,0.280273,0.438721,0.50293,0.00293,27.652898,0.757316,0.273438,0.453006,0.757316,0.273438,0.453006,0.757316,0.273438,0.453006,50.292969,515,1.84938,?,?,6871.5,1328125.959839,0.036162,4,60.780756,11475690.492291,1.84938,?,?,105.940625,-116629.107701,0.036162,50.141994,4,2.443602,15996.258706,1.84938,?,?,-1.999762,-91638847.147731,0.036162,4,-75.962778,0,0.49707,509,0.755662,0.308594,0.383511,1,2,3,1024,0,0,1,2,33.333333,0,0,33.333333,66.666667,1.84938,-1.185391,-0,0.036162,-0.020149,0.370312,1.84938,0,0,0.036162,0.098954,1,1.84938,14.58015,0.453264,0.036162,2.797746,1,0.770759,0.282227,0.435495,0.770759,0.282227,0.435495,0.770759,0.282227,0.435495,0.73316,0.313477,0.37342,0.73316,0.313477,0.37342,0.73316,0.313477,0.37342,?,?,0,0.73606,0.31543,0.369545,70.065789,69.342105,0,0,0,69.539474,72.960526,68.684211,68.552632,0,69.736842,50.328947,69.210526,73.421053,72.302632,71.973684,0,70.789474,72.171053,50.328947,71.184211,73.355263,73.486842,0,69.736842,69.342105,72.236842
0.507014,?,?,?,0.872254,0.138,0.718955,0.872254,0.138,0.718955,0.872254,0.138,0.718955,0.987394,0.728265,0.254,0.484929,0.566,0.202,?,0.790494,0.22,0.559768,0.790494,0.22,0.559768,0.790494,0.22,0.559768,56.6,283,?,?,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,?,?,93.647662,-103238.854233,?,?,-1,2.167094,14159.834055,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.434,217,0.690023,0.342,0.291303,1,2,101,500,0,0,100,1,0.990099,0,0,99.009901,0.990099,?,-1.194579,-0,?,-0.025272,0.47853,?,-0.462256,0,?,0.060694,1,?,8.406698,0.209796,?,2.345563,1,0.86605,0.172,0.648388,0.86605,0.172,0.648388,0.86605,0.172,0.648388,0.664262,0.332,0.327118,0.664262,0.332,0.327118,0.664262,0.332,0.327118,?,?,-1,0.526852,0.462,0.054023,84.489796,65.170068,0,0,0,62.585034,59.591837,61.360544,62.312925,0,66.802721,59.455782,51.70068,52.380952,84.897959,84.897959,0,77.55102,78.367347,56.462585,76.054422,83.401361,83.401361,0,80.816327,60,80.408163
0.512513,?,?,?,0.879394,0.147,0.702106,0.879394,0.147,0.702106,0.879394,0.147,0.702106,0.994658,0.692534,0.303,0.392118,0.543,0.006,?,0.879477,0.137,0.723335,0.879477,0.137,0.723335,0.879477,0.137,0.723335,54.3,543,?,?,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,?,?,93.106893,-102649.591367,?,?,-1,2.154736,14079.018793,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.457,457,0.716822,0.338,0.315404,1,2,6,1000,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.194766,-0,?,-0.024469,0.479246,?,-0.485645,0,?,0.059147,1,?,8.346155,0.205401,?,2.343269,1,0.876073,0.153,0.6922,0.876073,0.153,0.6922,0.876073,0.153,0.6922,0.833976,0.166,0.666336,0.833976,0.166,0.666336,0.833976,0.166,0.666336,?,?,-1,0.850323,0.149,0.700039,82.693603,64.175084,0,0,0,60.538721,84.107744,61.683502,61.144781,0,59.86532,61.414141,85.521886,88.754209,81.414141,86.801347,0,72.390572,84.377104,54.208754,70.37037,87.272727,87.744108,0,90.909091,87.407407,85.252525
0.578313,?,?,?,0.810267,0.184,0.624306,0.810267,0.184,0.624306,0.810267,0.184,0.624306,0.988149,0.720834,0.256,0.483771,0.564,0.024,?,0.815961,0.188,0.616539,0.815961,0.188,0.616539,0.815961,0.188,0.616539,56.4,141,?,?,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,?,?,92.576996,-102067.017068,?,?,-1,2.144871,13999.120843,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.436,109,0.686707,0.284,0.424337,1,2,6,250,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.194704,-0,?,-0.022942,0.485445,?,-0.492842,0,?,0.058917,1,?,8.091689,0.202872,?,2.337468,1,0.750797,0.252,0.488138,0.750797,0.252,0.488138,0.750797,0.252,0.488138,0.786453,0.208,0.575302,0.786453,0.208,0.575302,0.786453,0.208,0.575302,?,?,-1,0.818986,0.176,0.64064,81.666667,74.444444,0,0,0,68.055556,92.777778,68.888889,68.333333,0,66.666667,69.166667,85.277778,88.888889,82.5,84.444444,0,76.388889,83.333333,56.944444,78.055556,84.166667,87.222222,0,90.277778,83.888889,76.944444
0.873418,?,?,?,0.947619,0.056604,0.872084,0.985185,0.056604,0.874375,0.890653,0.050314,0.883644,0.924457,0.947619,0.056604,0.872084,0.660377,0.100629,4.744182,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,66.037736,105,2.266703,?,?,6871.5,1328125.959839,0.194861,7,60.780756,11475690.492291,2.266703,?,?,91.143949,-100461.078638,0.194861,10.632396,7,2.121598,13781.349614,2.266703,?,?,-1.999762,-91638847.147731,0.194861,7,-75.962778,0,0.339623,54,0.987831,0.056604,0.875489,1,2,16,159,0,0,14,2,6.25,0,0,87.5,12.5,2.266703,-1.193709,-0,0.194861,-0.022059,0.490389,2.266703,-0.429153,0,0.194861,0.061427,1,2.266703,7.569067,0.247267,0.194861,2.283042,1,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,?,?,0,0.924339,0.062893,0.854555,97.333333,94.666667,0,0,0,94.666667,98.666667,97.777778,95.111111,0,97.777778,72.888889,92.444444,96.444444,95.555556,95.111111,0,92,96,66.666667,94.222222,96.444444,97.777778,0,98.222222,96.888889,93.777778
0.514056,?,?,?,0.848213,0.168,0.658492,0.848213,0.168,0.658492,0.848213,0.168,0.658492,0.98499,0.623195,0.44,0.167927,0.572,0.104,?,0.767597,0.26,0.469613,0.767597,0.26,0.469613,0.767597,0.26,0.469613,57.2,143,?,?,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,?,?,88.63448,-97731.158023,?,?,-1,2.064562,13406.883592,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.428,107,0.610483,0.432,0.119776,1,2,26,250,0,0,25,1,3.846154,0,0,96.153846,3.846154,?,-1.197974,-0,?,-0.022976,0.656329,?,-0.636918,0,?,0.060213,1,?,7.043202,0.212697,?,2.119584,1,0.7392,0.276,0.432976,0.7392,0.276,0.432976,0.7392,0.276,0.432976,0.66842,0.308,0.348738,0.66842,0.308,0.348738,0.66842,0.308,0.348738,?,?,-1,0.563493,0.424,0.127888,81.111111,64.166667,0,0,0,60.555556,55,57.777778,58.888889,0,59.166667,61.944444,51.111111,57.777778,81.666667,85.555556,0,69.722222,81.666667,56.944444,68.611111,84.444444,82.777778,0,86.666667,71.666667,86.111111
0.662651,?,?,?,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.773707,0.953488,0.071856,0.816079,0.772455,0.02994,4.027743,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,77.245509,129,2.307833,?,?,0,0,0.535671,5,0,0,2.177763,?,?,0,0,0.192094,10.336941,4.75,0,0,1.878131,?,?,0,0,0.003182,4,0,0,0.227545,38,0.950952,0.071856,0.816079,1,2,5,167,0,0,0,5,20,0,0,0,100,1.965927,0,0,0.005036,0,0,2.262544,0,0,0.114763,0,0,2.304819,0,0,0.456485,0,0,0.971542,0.077844,0.780596,0.971542,0.077844,0.780596,0.971542,0.077844,0.780596,0.844349,0.149701,0.570164,0.844349,0.149701,0.570164,0.844349,0.149701,0.570164,?,?,0.5,0.9629,0.107784,0.698979,91.914894,91.914894,0,0,0,92.765957,92.765957,91.914894,91.489362,0,93.191489,88.93617,92.765957,92.765957,90.638298,91.914894,0,91.914894,92.340426,78.723404,91.914894,91.914894,93.191489,0,91.489362,91.489362,89.787234
