DataId; RankerBuildTimes; KendallRankCorrelation; Loss; RootMeanSquareError; RankerPredictTimes; BestThreeLoss
0.924068; 7225.0; 0.36796536796536794; 1.6949150000000088; 8.242584322408081; 15.0; 0.0
0.872195; 4943.0; 0.4458874458874459; 3.346007; 28.191114679115824; 1.0; 3.346007
0.610512; 4422.0; 0.4458874458874459; 7.906976999999998; 5.336151616934315; 2.0; 6.9767439999999965
0.767568; 4741.0; 0.5844155844155844; 1.333332999999996; 13.023275309478116; 1.0; 1.333332999999996
0.871837; 4657.0; 0.5757575757575758; 5.862069000000005; 8.40283379639481; 1.0; 0.3448269999999951
0.825862; 4429.0; 0.8095238095238095; 2.9090910000000036; 4.825765450964439; 2.0; 0.0
0.827738; 4612.0; 0.5757575757575758; 7.6190480000000065; 16.209107295048515; 1.0; 1.4285720000000026
0.923201; 4426.0; 0.6017316017316018; 1.2021860000000117; 23.3511135269766; 2.0; 1.2021860000000117
1.0; 4438.0; 0.6883116883116883; 0.0; 17.167945894109668; 1.0; 0.0
0.593327; 4449.0; 0.18614718614718614; 8.433734999999999; 5.04396688955797; 1.0; 3.1325300000000027
0.975222; 4482.0; 0.6190476190476191; 1.3526570000000078; 10.945196015653003; 1.0; 0.5797110000000032
0.656478; 4685.0; 0.3333333333333333; 0.9756100000000032; 14.963283596754831; 2.0; 0.9756100000000032
0.808324; 4806.0; -0.23809523809523808; NaN; NaN; 1.0; NaN
0.60352; 4580.0; 0.31601731601731603; 0.0; 10.598866692264174; 1.0; 0.0
0.79304; 4429.0; 0.49783549783549785; 0.0; 7.642528063696192; 1.0; 0.0
0.778287; 4627.0; 0.6796536796536796; 2.4299060000000026; 3.776529092868279; 2.0; 0.0
0.818419; 4429.0; 0.49783549783549785; 1.7647060000000039; 4.204503369151614; 1.0; 1.7647060000000039
0.635145; 4448.0; -0.012987012987012988; 2.6666669999999897; 15.002470773285497; 2.0; 0.8888889999999918
0.649048; 5438.0; 0.6277056277056277; 1.0738259999999968; 5.726563356925947; 2.0; 0.0
0.35942; 5184.0; 0.45454545454545453; 0.8333340000000078; 9.786816732281956; 2.0; 0.0
0.408812; 4771.0; 0.5064935064935064; 0.0; 21.208139575028245; 1.0; 0.0
0.534853; 4741.0; -0.22077922077922077; NaN; NaN; 1.0; NaN
0.960868; 4444.0; 0.6277056277056277; 1.5841580000000022; 16.099535924736976; 1.0; 0.7920790000000011
0.755952; 4428.0; 0.21212121212121213; 0.0; 17.12123567847029; 1.0; 0.0
0.629545; 4416.0; 0.49783549783549785; 2.5; 13.448826039875936; 2.0; 2.5
0.643403; 4505.0; 0.7489177489177489; 0.0; 5.242696325476769; 1.0; 0.0
0.600862; 4457.0; 0.18614718614718614; 4.0; 14.414125557078455; 1.0; 1.333332999999996
0.705357; 4439.0; 0.20346320346320346; 7.5; 17.688666361418605; 2.0; 5.0
0.884132; 4873.0; 0.7316017316017316; 2.5531919999999957; 7.903158057433024; 1.0; 2.127660000000006
0.66202; 4456.0; 0.36796536796536794; 2.077922000000001; 17.16075136977713; 1.0; 0.0
0.82999; 4470.0; 0.5238095238095238; 6.0; 9.937854878010679; 1.0; 0.0
0.660853; 4412.0; 0.012987012987012988; 2.222221999999988; 14.117082712742468; 2.0; 2.222221999999988
0.771161; 4879.0; 0.6536796536796536; 0.0; 9.232591508331282; 1.0; 0.0
0.730653; 4445.0; 0.6536796536796536; 0.0; 5.662734119863025; 1.0; 0.0
0.961616; 4468.0; 0.696969696969697; 0.8791209999999978; 12.676655003218363; 1.0; 0.0
0.633529; 4443.0; 0.341991341991342; 1.9512199999999922; 11.878471875058796; 1.0; 1.9512199999999922
