DataId; RankerBuildTimes; KendallRankCorrelation; Loss; RankerPredictTimes; BestThreeLoss
1025.0; 141.0; 0.22077922077922077; 2.0338980000000078; 15.0; 2.0338980000000078
2.0; 94.0; 0.4199134199134199; 11.406843999999992; 0.0; 0.0
1026.0; 94.0; 0.41125541125541126; 0.46511599999999476; 0.0; 0.46511599999999476
4.0; 79.0; 0.5411255411255411; 1.333332999999996; 0.0; 1.333332999999996
7.0; 94.0; 0.021645021645021644; 10.344826999999995; 15.0; 10.344826999999995
9.0; 78.0; 0.46320346320346323; 0.0; 0.0; 0.0
10.0; 79.0; 0.45454545454545453; 7.6190480000000065; 0.0; 1.4285720000000026
11.0; 78.0; 0.5151515151515151; 2.4043720000000093; 0.0; 0.9836070000000063
40971.0; 78.0; 0.5324675324675324; 0.0; 0.0; 0.0
13.0; 94.0; 0.06493506493506493; 2.6506020000000063; 0.0; 2.6506020000000063
15.0; 79.0; 0.47186147186147187; 0.38647400000000687; 0.0; 0.0
1045.0; 82.0; 0.1774891774891775; 2.9268299999999954; 1.0; 1.9512199999999922
40981.0; 82.0; -0.29004329004329005; NaN; 1.0; NaN
1048.0; 100.0; -0.03896103896103896; 0.0; 15.0; 0.0
25.0; 78.0; 0.16883116883116883; 0.0; 0.0; 0.0
27.0; 78.0; 0.29004329004329005; 2.990653999999992; 0.0; 2.4299060000000026
29.0; 65.0; 0.43722943722943725; 2.5490190000000013; 0.0; 1.7647060000000039
1054.0; 78.0; -0.047619047619047616; 0.0; 0.0; 0.0
31.0; 78.0; 0.16883116883116883; 0.7382549999999952; 16.0; 0.7382549999999952
1055.0; 78.0; -0.047619047619047616; 4.166667000000004; 0.0; 0.8333340000000078
34.0; 78.0; -0.15151515151515152; 4.799999999999997; 0.0; 4.0
40994.0; 78.0; 0.6883116883116883; NaN; 0.0; NaN
35.0; 79.0; 0.4458874458874459; 1.5841580000000022; 0.0; 1.3861380000000025
1059.0; 64.0; 0.1341991341991342; 1.818181999999993; 0.0; 0.0
1060.0; 94.0; 0.30735930735930733; 1.25; 0.0; 1.25
37.0; 94.0; 0.5238095238095238; 0.614034999999987; 0.0; 0.0
1061.0; 78.0; 0.1341991341991342; 0.0; 0.0; 0.0
1062.0; 78.0; 0.18614718614718614; 10.0; 0.0; 7.5
39.0; 94.0; 0.09956709956709957; 5.744681; 16.0; 2.127660000000006
1063.0; 64.0; 0.341991341991342; 0.0; 0.0; 0.0
40.0; 78.0; 0.2727272727272727; 12.666667000000004; 0.0; 12.666667000000004
1064.0; 78.0; -0.1341991341991342; 5.18518499999999; 0.0; 4.44444399999999
41.0; 78.0; 0.5064935064935064; 0.0; 0.0; 0.0
1065.0; 78.0; 0.15151515151515152; 1.0447759999999988; 0.0; 0.29850700000000074
42.0; 78.0; 0.0735930735930736; 1.5384619999999956; 0.0; 1.5384619999999956
1066.0; 78.0; 0.16883116883116883; 4.390243999999996; 0.0; 0.4878049999999945
43.0; 65.0; 0.047619047619047616; 8.539326000000003; 0.0; 0.44943800000000067
1071.0; 78.0; 0.0735930735930736; 1.186441000000002; 0.0; 1.186441000000002
48.0; 78.0; 0.5238095238095238; 9.268291999999995; 0.0; 3.902439000000001
49.0; 78.0; 0.8181818181818182; 1.1363640000000004; 0.0; 1.1363640000000004
1073.0; 79.0; 0.19480519480519481; 6.75; 0.0; 1.25
50.0; 78.0; 0.0735930735930736; 29.507042000000013; 0.0; 29.507042000000013
51.0; 78.0; 0.5064935064935064; 4.235293999999996; 0.0; 4.235293999999996
1075.0; 64.0; 0.09956709956709957; 0.0; 0.0; 0.0
52.0; 78.0; 0.2987012987012987; 20.0; 0.0; 10.0
53.0; 78.0; 0.3939393939393939; 2.0253159999999895; 0.0; 0.25316399999999817
54.0; 79.0; 0.6103896103896104; 0.0; 0.0; 0.0
55.0; 78.0; 0.30735930735930733; 2.325581999999997; 16.0; 0.46511599999999476
56.0; 78.0; -0.2727272727272727; 7.5; 0.0; 7.5
4153.0; 78.0; 0.5497835497835498; 0.8333329999999961; 0.0; 0.0
59.0; 79.0; 0.49783549783549785; 0.0; 16.0; 0.0
61.0; 78.0; 0.6017316017316018; 1.9047620000000052; 0.0; 0.0
62.0; 78.0; 0.31601731601731603; 6.9565219999999925; 0.0; 3.478260999999989
