DataId; RankerBuildTimes; KendallRankCorrelation; Loss; RankerPredictTimes; BestThreeLoss
1025.0; 247.0; 0.6190476190476191; 1.6949150000000088; 0.0; 0.0
2.0; 215.0; 0.26406926406926406; 4.258555000000001; 0.0; 0.0
1026.0; 232.0; 0.2727272727272727; 9.302325999999994; 0.0; 0.46511599999999476
4.0; 232.0; 0.6103896103896104; 6.666665999999992; 0.0; 2.666665999999992
7.0; 232.0; 0.47186147186147187; 5.862069000000005; 0.0; 0.0
9.0; 214.0; 0.41125541125541126; 0.0; 0.0; 0.0
10.0; 216.0; 0.5238095238095238; 4.28571500000001; 0.0; 1.9047620000000052
11.0; 216.0; 0.43722943722943725; 10.491804000000002; 0.0; 0.0
40971.0; 233.0; 0.45454545454545453; 0.0; 0.0; 0.0
13.0; 224.0; 0.1341991341991342; 4.096384999999998; 0.0; 2.6506020000000063
15.0; 223.0; 0.7575757575757576; 0.6763290000000097; 0.0; 0.0
1045.0; 223.0; 0.05627705627705628; 0.9756100000000032; 0.0; 0.9756100000000032
40981.0; 223.0; 0.37662337662337664; NaN; 0.0; NaN
1048.0; 240.0; 0.2813852813852814; 0.0; 0.0; 0.0
25.0; 216.0; 0.5238095238095238; 0.0; 0.0; 0.0
27.0; 216.0; 0.16883116883116883; 0.0; 0.0; 0.0
29.0; 263.0; 0.1774891774891775; 1.7647060000000039; 0.0; 0.0
1054.0; 285.0; 0.047619047619047616; 0.0; 0.0; 0.0
31.0; 254.0; 0.6017316017316018; 0.0; 0.0; 0.0
1055.0; 222.0; -0.06493506493506493; 3.333334000000008; 0.0; 0.0
34.0; 221.0; -0.047619047619047616; 8.799999999999997; 0.0; 4.799999999999997
40994.0; 218.0; 0.37662337662337664; NaN; 0.0; NaN
35.0; 216.0; 0.6363636363636364; 0.7920790000000011; 0.0; 0.7920790000000011
1059.0; 216.0; 0.03896103896103896; 1.818181999999993; 0.0; 0.0
1060.0; 218.0; 0.22077922077922077; 1.25; 0.0; 0.0
37.0; 216.0; 0.5411255411255411; 0.614034999999987; 0.0; 0.614034999999987
1061.0; 232.0; 0.22077922077922077; 0.0; 0.0; 0.0
1062.0; 216.0; 0.012987012987012988; 7.5; 0.0; 7.5
